Title,Abstract,Publication Date,Journal,Link,Authors,Citations,Cleaned_Abstract,Abstract_Spacy
Secure attributebased data sharing for resourcelimited users in cloud computing,"Data sharing becomes an exceptionally attractive service supplied by cloud computing platforms because of its convenience and economy. As a potential technique for realizing fine-grained data sharing, attribute-based encryption (ABE) has drawn wide attentions. However, most the existing ABE solutions suffer from disadvantages high computation overhead weak security, which severely impeded resource-constrained mobile devices to customize service. The problem simultaneously achieving fine-grainedness, high-efficiency on owner's side, standard confidentiality actually still remains unresolved. This paper addresses this challenging issue proposing new scheme suitable resource-limited users in computing. proposed eliminates majority task adding system public parameters besides moving partial offline. In addition, ciphertext test phase is performed before decryption phase, due illegitimate ciphertexts. For sake Chameleon hash function used generate immediate ciphertext, will be blinded offline ciphertexts obtain final online proven secure against adaptively chosen-ciphertext attacks, widely recognized as security notion. Extensive performance analysis indicates that efficient.",30-08-2017,Computers amp Security,https://doi.org/10.1016/j.cose.2017.08.007,"Jin Li, Yinghui Zhang, Xiaofeng Chen, Yang Xiang",423,Data sharing becomes an exceptionally attractive service supplied by cloud computing platforms because of its convenience and economy As a potential technique for realizing finegrained data sharing attributebased encryption ABE has drawn wide attentions However most the existing ABE solutions suffer from disadvantages high computation overhead weak security which severely impeded resourceconstrained mobile devices to customize service The problem simultaneously achieving finegrainedness highefficiency on owners side standard confidentiality actually still remains unresolved This paper addresses this challenging issue proposing new scheme suitable resourcelimited users in computing proposed eliminates majority task adding system public parameters besides moving partial offline In addition ciphertext test phase is performed before decryption phase due illegitimate ciphertexts For sake Chameleon hash function used generate immediate ciphertext will be blinded offline ciphertexts obtain final online proven secure against adaptively chosenciphertext attacks widely recognized as security notion Extensive performance analysis indicates that efficient,datum sharing exceptionally attractive service supply cloud computing platform convenience economy potential technique realize finegrained datum sharing attributebase encryption abe draw wide attention exist abe solution suffer disadvantage high computation overhead weak security severely impede resourceconstraine mobile device customize service problem simultaneously achieve finegrainedness highefficiency owner standard confidentiality actually remain unresolved paper address challenge issue propose new scheme suitable resourcelimited user compute propose eliminate majority task add system public parameter move partial offline addition ciphertext test phase perform decryption phase illegitimate ciphertext sake chameleon hash function generate immediate ciphertext blind offline ciphertext obtain final online prove secure adaptively chosenciphertext attack widely recognize security notion extensive performance analysis indicate efficient
Cloud computing and education A stateoftheart survey,"This paper surveys the state of art on use and research cloud computing in education following a systematic methodology. After comprehensive search scientific literature, 112 works were selected for review. The survey identifies analyzes advantages risks that may have main stakeholders education, which can be useful to identify scenarios an educational context significant advantages. Furthermore, categorizes discusses technical domain-specific challenges, thus facilitating researchers task finding relevant issues, they focus their efforts.",01-01-2015,Computers amp Education,https://doi.org/10.1016/j.compedu.2014.08.017,"José A. González-Martínez, Miguel L. Bote‐Lorenzo, Eduardo Gómez‐Sánchez, Rafael Cano-Parra",284,This paper surveys the state of art on use and research cloud computing in education following a systematic methodology After comprehensive search scientific literature 112 works were selected for review The survey identifies analyzes advantages risks that may have main stakeholders education which can be useful to identify scenarios an educational context significant advantages Furthermore categorizes discusses technical domainspecific challenges thus facilitating researchers task finding relevant issues they focus their efforts,paper survey state art use research cloud computing education follow systematic methodology comprehensive search scientific literature work select review survey identify analyze advantage risk main stakeholder education useful identify scenario educational context significant advantage furthermore categorize discuss technical domainspecific challenge facilitate researcher task find relevant issue focus effort
Load balancing in cloud computing A big picture,"Scheduling or the allocation of user requests (tasks) in cloud environment is an NP-hard optimization problem. According to infrastructure and requests, system assigned with some load (that may be underloaded overloaded balanced). Situations like cause different failure concerning power consumption, execution time, machine failure, etc. Therefore, balancing required overcome all mentioned problems. This tasks (those are dependent independent) on virtual machines (VMs) a significant aspect task scheduling clouds. There various types loads network such as memory load, Computation (CPU) Load mechanism detecting nodes then balance among them. Researchers proposed approaches computing optimize performance parameters. We have presented taxonomy for algorithms cloud. A brief explanation considered parameters literature their effects this paper. To analyze heuristic-based algorithms, simulation carried out CloudSim simulator results detail.",02-02-2018,Journal of King Saud University  Computer and Information Sciences,https://doi.org/10.1016/j.jksuci.2018.01.003,"Sambit Kumar Mishra, Bibhudatta Sahoo, Priti Paramita Parida",299,Scheduling or the allocation of user requests tasks in cloud environment is an NPhard optimization problem According to infrastructure and requests system assigned with some load that may be underloaded overloaded balanced Situations like cause different failure concerning power consumption execution time machine failure etc Therefore balancing required overcome all mentioned problems This tasks those are dependent independent on virtual machines VMs a significant aspect task scheduling clouds There various types loads network such as memory load Computation CPU Load mechanism detecting nodes then balance among them Researchers proposed approaches computing optimize performance parameters We have presented taxonomy for algorithms cloud A brief explanation considered parameters literature their effects this paper To analyze heuristicbased algorithms simulation carried out CloudSim simulator results detail,scheduling allocation user request task cloud environment nphard optimization problem accord infrastructure request system assign load underloade overload balanced situation like cause different failure concern power consumption execution time machine failure etc balance require overcome mention problem task dependent independent virtual machine vms significant aspect task scheduling cloud type load network memory load computation cpu load mechanism detect node balance researcher propose approach compute optimize performance parameter present taxonomy algorithm cloud brief explanation consider parameter literature effect paper analyze heuristicbase algorithm simulation carry cloudsim simulator result detail
A survey on security challenges in cloud computing issues threats and solutions,"Cloud computing has gained huge attention over the past decades because of continuously increasing demands. There are several advantages to organizations moving toward cloud-based data storage solutions. These include simplified IT infrastructure and management, remote access from effectively anywhere in world with a stable Internet connection cost efficiencies that cloud can bring. The associated security privacy challenges require further exploration. Researchers academia, industry, standards have provided potential solutions these previously published studies. narrative review presented this survey provides issues requirements, identified threats, known vulnerabilities. In fact, work aims analyze different components as well present problems systems face. Moreover, presents new classification recent exist area. Additionally, introduced various types threats which threatening services also discussed open propose future directions. This paper will focus explore detailed knowledge about faced by entities such service provider, owner, user.",28-02-2020,The Journal of Supercomputing,https://doi.org/10.1007/s11227-020-03213-1,"Hamed Tabrizchi, Marjan Kuchaki Rafsanjani",358,Cloud computing has gained huge attention over the past decades because of continuously increasing demands There are several advantages to organizations moving toward cloudbased data storage solutions These include simplified IT infrastructure and management remote access from effectively anywhere in world with a stable Internet connection cost efficiencies that cloud can bring The associated security privacy challenges require further exploration Researchers academia industry standards have provided potential solutions these previously published studies narrative review presented this survey provides issues requirements identified threats known vulnerabilities In fact work aims analyze different components as well present problems systems face Moreover presents new classification recent exist area Additionally introduced various types threats which threatening services also discussed open propose future directions This paper will focus explore detailed knowledge about faced by entities such service provider owner user,cloud computing gain huge attention past decade continuously increase demand advantage organization move cloudbase data storage solution include simplify infrastructure management remote access effectively world stable internet connection cost efficiency cloud bring associate security privacy challenge require exploration researcher academia industry standard provide potential solution previously publish study narrative review present survey provide issue requirement identify threat know vulnerability fact work aim analyze different component present problem system face present new classification recent exist area additionally introduce type threat threaten service discuss open propose future direction paper focus explore detailed knowledge face entity service provider owner user
Load balancing in cloud computing A big picture,"Scheduling or the allocation of user requests (tasks) in cloud environment is an NP-hard optimization problem. According to infrastructure and requests, system assigned with some load (that may be underloaded overloaded balanced). Situations like cause different failure concerning power consumption, execution time, machine failure, etc. Therefore, balancing required overcome all mentioned problems. This tasks (those are dependent independent) on virtual machines (VMs) a significant aspect task scheduling clouds. There various types loads network such as memory load, Computation (CPU) Load mechanism detecting nodes then balance among them. Researchers proposed approaches computing optimize performance parameters. We have presented taxonomy for algorithms cloud. A brief explanation considered parameters literature their effects this paper. To analyze heuristic-based algorithms, simulation carried out CloudSim simulator results detail.",01-02-2020,Journal of King Saud University  Computer and Information Sciences,https://doi.org/10.1016/j.jksuci.2018.01.003,"Sambit Kumar Mishra, Bibhudatta Sahoo, Priti Paramita Parida",293,Scheduling or the allocation of user requests tasks in cloud environment is an NPhard optimization problem According to infrastructure and requests system assigned with some load that may be underloaded overloaded balanced Situations like cause different failure concerning power consumption execution time machine failure etc Therefore balancing required overcome all mentioned problems This tasks those are dependent independent on virtual machines VMs a significant aspect task scheduling clouds There various types loads network such as memory load Computation CPU Load mechanism detecting nodes then balance among them Researchers proposed approaches computing optimize performance parameters We have presented taxonomy for algorithms cloud A brief explanation considered parameters literature their effects this paper To analyze heuristicbased algorithms simulation carried out CloudSim simulator results detail,scheduling allocation user request task cloud environment nphard optimization problem accord infrastructure request system assign load underloade overload balanced situation like cause different failure concern power consumption execution time machine failure etc balance require overcome mention problem task dependent independent virtual machine vms significant aspect task scheduling cloud type load network memory load computation cpu load mechanism detect node balance researcher propose approach compute optimize performance parameter present taxonomy algorithm cloud brief explanation consider parameter literature effect paper analyze heuristicbase algorithm simulation carry cloudsim simulator result detail
A Manifesto for Future Generation Cloud Computing,"The Cloud computing paradigm has revolutionised the computer science horizon during past decade and enabled emergence of as fifth utility. It captured significant attention academia, industries, government bodies. Now, it emerged backbone modern economy by offering subscription-based services anytime, anywhere following a pay-as-you-go model. This instigated (1) shorter establishment times for start-ups, (2) creation scalable global enterprise applications, (3) better cost-to-value associativity scientific high-performance (4) different invocation/execution models pervasive ubiquitous applications. recent technological developments paradigms such serverless computing, software-defined networking, Internet Things, processing at network edge are creating new opportunities computing. However, they also posing several challenges need approaches research strategies, well re-evaluation that were developed to address issues scalability, elasticity, reliability, security, sustainability, application models. proposed manifesto addresses them identifying major open in emerging trends, impact areas. then offers directions next decade, thus helping realisation Future Generation Computing.",19-11-2018,ACM Computing Surveys,https://doi.org/10.1145/3241737,"Rajkumar Buyya, Satish Narayana Srirama, Giuliano Casale, Rodrigo N. Calheiros, Yogesh Simmhan, Blesson Varghese, Erol Gelenbe, Bahman Javadi, Luis M. Vaquero, Marco A. S. Netto, Adel Nadjaran Toosi, Maria A. Rodriguez, Ignacio M. Llórente, Sabrina De Capitani di Vimercati, Pierangela Samarati, Dejan Milojičić, Carlos A. Varela, Rami Bahsoon, Marcos Dias de Assunção, Omer Rana, Wanlei Zhou, Hai Jin, Wolfgang Gentzsch, Albert Y. Zomaya, Haiying Shen",262,The Cloud computing paradigm has revolutionised the computer science horizon during past decade and enabled emergence of as fifth utility It captured significant attention academia industries government bodies Now it emerged backbone modern economy by offering subscriptionbased services anytime anywhere following a payasyougo model This instigated 1 shorter establishment times for startups 2 creation scalable global enterprise applications 3 better costtovalue associativity scientific highperformance 4 different invocationexecution models pervasive ubiquitous applications recent technological developments paradigms such serverless computing softwaredefined networking Internet Things processing at network edge are creating new opportunities computing However they also posing several challenges need approaches research strategies well reevaluation that were developed to address issues scalability elasticity reliability security sustainability application models proposed manifesto addresses them identifying major open in emerging trends impact areas then offers directions next decade thus helping realisation Future Generation Computing,cloud computing paradigm revolutionise computer science horizon past decade enable emergence fifth utility capture significant attention academia industry government body emerge backbone modern economy offer subscriptionbase service anytime follow payasyougo model instigate short establishment time startup creation scalable global enterprise application well costtovalue associativity scientific highperformance different invocationexecution model pervasive ubiquitous application recent technological development paradigms serverless computing softwaredefine networking internet thing process network edge create new opportunity compute pose challenge need approach research strategy reevaluation develop address issue scalability elasticity reliability security sustainability application model propose manifesto address identify major open emerge trend impact area offer direction decade help realisation future generation computing
A comprehensive survey for scheduling techniques in cloud computing,"Resource scheduling becomes the prominent issue in cloud computing due to rapid growth of on demand request and heterogeneous nature resources. Cloud provides dynamism, uncertainty elasticity based services users pay-as-you-go fashion over internet. In recent decade, increase requests (diverse complex applications) for is raising workload environment. Inefficient techniques face challenges resources being utilized underutilized (imbalanced) which leads either degradation service performance (in case utilized) or wastage underutilized). The basic idea behind distribute tasks nature) among such a manner that algorithm avoids problem imbalance. Scheduling should also optimize key indicator parameters like response time, makespan reliability, availability, energy consumption, cost, resource utilization etc. To fulfill above-mentioned objective, many state art algorithms have been proposed upon heuristic, meta-heuristic hybrid, reported literature. This paper systematic review as well classification along with their advantages limitations. We hope our comprehensive survey work stepping stone new researchers field will be helpful further development technique.",01-10-2019,Journal of Network and Computer Applications,https://doi.org/10.1016/j.jnca.2019.06.006,"Mohit Kumar, Sharad Sharma, Anubhav Goel, Sarbjeet Singh",288,Resource scheduling becomes the prominent issue in cloud computing due to rapid growth of on demand request and heterogeneous nature resources Cloud provides dynamism uncertainty elasticity based services users payasyougo fashion over internet In recent decade increase requests diverse complex applications for is raising workload environment Inefficient techniques face challenges resources being utilized underutilized imbalanced which leads either degradation service performance in case utilized or wastage underutilized The basic idea behind distribute tasks nature among such a manner that algorithm avoids problem imbalance Scheduling should also optimize key indicator parameters like response time makespan reliability availability energy consumption cost resource utilization etc To fulfill abovementioned objective many state art algorithms have been proposed upon heuristic metaheuristic hybrid reported literature This paper systematic review as well classification along with their advantages limitations We hope our comprehensive survey work stepping stone new researchers field will be helpful further development technique,resource scheduling prominent issue cloud computing rapid growth demand request heterogeneous nature resource cloud provide dynamism uncertainty elasticity base service user payasyougo fashion internet recent decade increase request diverse complex application raise workload environment inefficient technique face challenge resource utilize underutilize imbalance lead degradation service performance case utilize wastage underutilize basic idea distribute task nature manner algorithm avoid problem imbalance scheduling optimize key indicator parameter like response time makespan reliability availability energy consumption cost resource utilization etc fulfill abovementione objective state art algorithm propose heuristic metaheuristic hybrid report literature paper systematic review classification advantage limitation hope comprehensive survey work step stone new researcher field helpful development technique
Secure attributebased data sharing for resourcelimited users in cloud computing,"Data sharing becomes an exceptionally attractive service supplied by cloud computing platforms because of its convenience and economy. As a potential technique for realizing fine-grained data sharing, attribute-based encryption (ABE) has drawn wide attentions. However, most the existing ABE solutions suffer from disadvantages high computation overhead weak security, which severely impeded resource-constrained mobile devices to customize service. The problem simultaneously achieving fine-grainedness, high-efficiency on owner's side, standard confidentiality actually still remains unresolved. This paper addresses this challenging issue proposing new scheme suitable resource-limited users in computing. proposed eliminates majority task adding system public parameters besides moving partial offline. In addition, ciphertext test phase is performed before decryption phase, due illegitimate ciphertexts. For sake Chameleon hash function used generate immediate ciphertext, will be blinded offline ciphertexts obtain final online proven secure against adaptively chosen-ciphertext attacks, widely recognized as security notion. Extensive performance analysis indicates that efficient.",01-01-2018,Computers amp Security,https://doi.org/10.1016/j.cose.2017.08.007,"Jin Li, Yinghui Zhang, Xiaofeng Chen, Yang Xiang",422,Data sharing becomes an exceptionally attractive service supplied by cloud computing platforms because of its convenience and economy As a potential technique for realizing finegrained data sharing attributebased encryption ABE has drawn wide attentions However most the existing ABE solutions suffer from disadvantages high computation overhead weak security which severely impeded resourceconstrained mobile devices to customize service The problem simultaneously achieving finegrainedness highefficiency on owners side standard confidentiality actually still remains unresolved This paper addresses this challenging issue proposing new scheme suitable resourcelimited users in computing proposed eliminates majority task adding system public parameters besides moving partial offline In addition ciphertext test phase is performed before decryption phase due illegitimate ciphertexts For sake Chameleon hash function used generate immediate ciphertext will be blinded offline ciphertexts obtain final online proven secure against adaptively chosenciphertext attacks widely recognized as security notion Extensive performance analysis indicates that efficient,datum sharing exceptionally attractive service supply cloud computing platform convenience economy potential technique realize finegrained datum sharing attributebase encryption abe draw wide attention exist abe solution suffer disadvantage high computation overhead weak security severely impede resourceconstraine mobile device customize service problem simultaneously achieve finegrainedness highefficiency owner standard confidentiality actually remain unresolved paper address challenge issue propose new scheme suitable resourcelimited user compute propose eliminate majority task add system public parameter move partial offline addition ciphertext test phase perform decryption phase illegitimate ciphertext sake chameleon hash function generate immediate ciphertext blind offline ciphertext obtain final online prove secure adaptively chosenciphertext attack widely recognize security notion extensive performance analysis indicate efficient
Elasticity in Cloud Computing State of the Art and Research Challenges,"Elasticity is a fundamental property in cloud computing that has recently witnessed major developments. This article reviews both classical and recent elasticity solutions provides an overview of containerization, new technological trend lightweight virtualization. It also discusses issues research challenges related to computing. We comprehensively review analyze the proposals developed this field. provide taxonomy mechanisms according identified works key properties. Compared other literature, presents broader detailed analysis approaches considered as first survey addressing containers.",01-06-2017,IEEE Transactions on Services Computing,https://doi.org/10.1109/tsc.2017.2711009,"Yahya Al-Dhuraibi, Fawaz Paraïso, Nabil Bachir Djarallah, Philippe Merle",308,Elasticity is a fundamental property in cloud computing that has recently witnessed major developments This article reviews both classical and recent elasticity solutions provides an overview of containerization new technological trend lightweight virtualization It also discusses issues research challenges related to computing We comprehensively review analyze the proposals developed this field provide taxonomy mechanisms according identified works key properties Compared other literature presents broader detailed analysis approaches considered as first survey addressing containers,elasticity fundamental property cloud computing recently witness major development article review classical recent elasticity solution provide overview containerization new technological trend lightweight virtualization discuss issue research challenge relate compute comprehensively review analyze proposal develop field provide taxonomy mechanism accord identify work key property compare literature present broad detailed analysis approach consider survey address container
Conceptualizing a model for adoption of cloud computing in education,"Cloud computing is a pervasive paradigm that has revolutionized how computer infrastructure and services are delivered. Current research trends on cloud have been focused the technology, applications, costs, benefits, security of at organizational level within small medium sized enterprises. Little attention paid adoption usage educational establishments contextual factors can influence diffusion computing. Universities in developing countries faced with challenging socio-economic political constraints limit their ability to invest expensive information systems compete global stage. Using constructs from innovation theory technology acceptance model, this paper proposes model takes account contextual, economic, technological influences perception universities sub-Saharan Africa. Results pilot study, based through survey university lecturers IS experts shows reliability validity instrument supports its for more extensive study. Implications, potential contributions research, suggestions future study discussed.",01-04-2016,International Journal of Information Management,https://doi.org/10.1016/j.ijinfomgt.2015.11.010,"Humphrey M. Sabi, Faith‐Michael Uzoka, Kehbuma Langmia, Felix N. Njeh",260,Cloud computing is a pervasive paradigm that has revolutionized how computer infrastructure and services are delivered Current research trends on cloud have been focused the technology applications costs benefits security of at organizational level within small medium sized enterprises Little attention paid adoption usage educational establishments contextual factors can influence diffusion computing Universities in developing countries faced with challenging socioeconomic political constraints limit their ability to invest expensive information systems compete global stage Using constructs from innovation theory technology acceptance model this paper proposes model takes account contextual economic technological influences perception universities subSaharan Africa Results pilot study based through survey university lecturers IS experts shows reliability validity instrument supports its for more extensive study Implications potential contributions research suggestions future study discussed,cloud computing pervasive paradigm revolutionize computer infrastructure service deliver current research trend cloud focus technology application cost benefit security organizational level small medium sized enterprise little attention pay adoption usage educational establishment contextual factor influence diffusion compute university develop country face challenge socioeconomic political constraint limit ability invest expensive information system compete global stage construct innovation theory technology acceptance model paper propose model take account contextual economic technological influence perception university subsaharan africa result pilot study base survey university lecturer expert show reliability validity instrument support extensive study implication potential contribution research suggestion future study discuss
Automated cropland mapping of continental Africa using Google Earth Engine cloud computing,"The automation of agricultural mapping using satellite-derived remotely sensed data remains a challenge in Africa because the heterogeneous and fragmental landscape, complex crop cycles, limited access to local knowledge. Currently, consistent, continent-wide routine cropland does not exist, with most studies focused either on certain portions continent or at one-time effort coarse resolution remote sensing. In this research, we addressed these limitations by applying an automated algorithm (ACMA) that captures extensive knowledge croplands available through: (a) ground-based training samples, (b) very high (sub-meter five-meter) imagery (VHRI), (c) captured during field visits and/or sourced from country reports literature. study used 16-day time-series Moderate Resolution Imaging Spectroradiometer (MODIS) normalized difference vegetation index (NDVI) composited 250-m for entire African continent. Based data, first produced accurate reference layers RCLs (cropland extent/areas, irrigation versus rainfed, cropping intensities, dominance, fallows) year 2014 provided overall accuracy around 90% extent different agro-ecological zones (AEZs). (RCL2014) were then development ACMA create ACMA-derived (ACL2014). ACL2014 when compared pixel-by-pixel RCL2014 had similarity greater than 95%. ACL2014, 296 Mha net areas (260 cultivated plus 36 330 gross areas. Of 260 2014, 90.6% (236 Mha) was rainfed just 9.4% (24 irrigated. has about 15% world’s population, but only 6% irrigation. Net area distribution 95 season 1, 117 2, 84 continuous. About 58% 39% irrigated single crops (net without cropped 1 (January-May) 2 (June-September). deployed Google Earth Engine (GEE) cloud computing platform applied MODIS 2003 through obtain years (ACL2003 ACL2014). results indicated over twelve years, average: increased Mha/yr, fallows decreased Mha/year. Cropland computed 55 countries largely underestimated independent source census-based root-mean-square error (RMSE) 3.5 Mha. demonstrated ability hind-cast (past years), now-cast (present year), forecast (future years) products rapidly, currently, insufficient exist rigorously report trends results.",01-04-2017,ISPRS Journal of Photogrammetry and Remote Sensing,https://doi.org/10.1016/j.isprsjprs.2017.01.019,"Jun Xiong, Prasad S. Thenkabail, Murali Krishna Gumma, Pardhasaradhi Teluguntla, Justin Poehnelt, Russell G. Congalton, Kamini Yadav, David Thau",423,The automation of agricultural mapping using satellitederived remotely sensed data remains a challenge in Africa because the heterogeneous and fragmental landscape complex crop cycles limited access to local knowledge Currently consistent continentwide routine cropland does not exist with most studies focused either on certain portions continent or at onetime effort coarse resolution remote sensing In this research we addressed these limitations by applying an automated algorithm ACMA that captures extensive knowledge croplands available through a groundbased training samples b very high submeter fivemeter imagery VHRI c captured during field visits andor sourced from country reports literature study used 16day timeseries Moderate Resolution Imaging Spectroradiometer MODIS normalized difference vegetation index NDVI composited 250m for entire African continent Based data first produced accurate reference layers RCLs cropland extentareas irrigation versus rainfed cropping intensities dominance fallows year 2014 provided overall accuracy around 90 extent different agroecological zones AEZs RCL2014 were then development ACMA create ACMAderived ACL2014 ACL2014 when compared pixelbypixel RCL2014 had similarity greater than 95 ACL2014 296 Mha net areas 260 cultivated plus 36 330 gross areas Of 260 2014 906 236 Mha was rainfed just 94 24 irrigated has about 15 worlds population but only 6 irrigation Net area distribution 95 season 1 117 2 84 continuous About 58 39 irrigated single crops net without cropped 1 JanuaryMay 2 JuneSeptember deployed Google Earth Engine GEE cloud computing platform applied MODIS 2003 through obtain years ACL2003 ACL2014 results indicated over twelve years average increased Mhayr fallows decreased Mhayear Cropland computed 55 countries largely underestimated independent source censusbased rootmeansquare error RMSE 35 Mha demonstrated ability hindcast past years nowcast present year forecast future years products rapidly currently insufficient exist rigorously report trends results,automation agricultural mapping satellitederive remotely sense datum remain challenge africa heterogeneous fragmental landscape complex crop cycle limit access local knowledge currently consistent continentwide routine cropland exist study focus certain portion continent onetime effort coarse resolution remote sensing research address limitation apply automate algorithm acma capture extensive knowledge cropland available groundbased training sample b high submeter fivemeter imagery vhri c capture field visit andor source country report literature study timeserie moderate resolution image spectroradiometer modis normalize difference vegetation index ndvi composite m entire african continent base datum produce accurate reference layer rcls cropland extentareas irrigation versus rainfed cropping intensity dominance fallow year provide overall accuracy extent different agroecological zone aezs development acma create acmaderive compare pixelbypixel similarity great mha net area cultivate plus gross area mha rainfe irrigate world population irrigation net area distribution season continuous irrigate single crop net crop januarymay juneseptember deploy google earth engine gee cloud computing platform apply modi obtain year result indicate year average increase mhayr fallow decrease mhayear cropland compute country largely underestimate independent source censusbase rootmeansquare error rmse mha demonstrate ability hindcast past year nowcast present year forecast future year product rapidly currently insufficient exist rigorously report trend result
An Energy Efficient Ant Colony System for Virtual Machine Placement in Cloud Computing,"Virtual machine placement (VMP) and energy efficiency are significant topics in cloud computing research. In this paper, evolutionary is applied to VMP minimize the number of active physical servers, so as schedule underutilized servers save energy. Inspired by promising performance ant colony system (ACS) algorithm for combinatorial problems, an ACS-based approach developed achieve goal. Coupled with order exchange migration (OEM) local search techniques, resultant termed OEMACS. It effectively minimizes used assignment virtual machines (VMs) from a global optimization perspective through novel strategy pheromone deposition which guides artificial ants toward solutions that group candidate VMs together. The OEMACS variety problems differing VM sizes environments homogenous heterogeneous servers. results show generally outperforms conventional heuristic other evolutionary-based approaches, especially on bottleneck resource characteristics, offers savings more efficient use different resources.",22-11-2016,IEEE Transactions on Evolutionary Computation,https://doi.org/10.1109/tevc.2016.2623803,"Xiao-Fang Liu, Zhi‐Hui Zhan, Jeremiah D. Deng, Yun Li, Tianlong Gu, Jun Zhang",368,Virtual machine placement VMP and energy efficiency are significant topics in cloud computing research In this paper evolutionary is applied to VMP minimize the number of active physical servers so as schedule underutilized servers save energy Inspired by promising performance ant colony system ACS algorithm for combinatorial problems an ACSbased approach developed achieve goal Coupled with order exchange migration OEM local search techniques resultant termed OEMACS It effectively minimizes used assignment virtual machines VMs from a global optimization perspective through novel strategy pheromone deposition which guides artificial ants toward solutions that group candidate VMs together The OEMACS variety problems differing VM sizes environments homogenous heterogeneous servers results show generally outperforms conventional heuristic other evolutionarybased approaches especially on bottleneck resource characteristics offers savings more efficient use different resources,virtual machine placement vmp energy efficiency significant topic cloud computing research paper evolutionary apply vmp minimize number active physical server schedule underutilize server save energy inspire promise performance ant colony system acs algorithm combinatorial problem acsbased approach develop achieve goal couple order exchange migration oem local search technique resultant term oemacs effectively minimize assignment virtual machine vms global optimization perspective novel strategy pheromone deposition guide artificial ant solution group candidate vms oemacs variety problem differ vm sizes environment homogenous heterogeneous server result generally outperform conventional heuristic evolutionarybase approach especially bottleneck resource characteristic offer saving efficient use different resource
Elasticity in Cloud Computing State of the Art and Research Challenges,"Elasticity is a fundamental property in cloud computing that has recently witnessed major developments. This article reviews both classical and recent elasticity solutions provides an overview of containerization, new technological trend lightweight virtualization. It also discusses issues research challenges related to computing. We comprehensively review analyze the proposals developed this field. provide taxonomy mechanisms according identified works key properties. Compared other literature, presents broader detailed analysis approaches considered as first survey addressing containers.",01-03-2018,IEEE Transactions on Services Computing,https://doi.org/10.1109/tsc.2017.2711009,"Yahya Al-Dhuraibi, Fawaz Paraïso, Nabil Bachir Djarallah, Philippe Merle",305,Elasticity is a fundamental property in cloud computing that has recently witnessed major developments This article reviews both classical and recent elasticity solutions provides an overview of containerization new technological trend lightweight virtualization It also discusses issues research challenges related to computing We comprehensively review analyze the proposals developed this field provide taxonomy mechanisms according identified works key properties Compared other literature presents broader detailed analysis approaches considered as first survey addressing containers,elasticity fundamental property cloud computing recently witness major development article review classical recent elasticity solution provide overview containerization new technological trend lightweight virtualization discuss issue research challenge relate compute comprehensively review analyze proposal develop field provide taxonomy mechanism accord identify work key property compare literature present broad detailed analysis approach consider survey address container
Integration challenges of intelligent transportation systems with connected vehicle cloud computing and internet of things technologies,"Transportation is a necessary infrastructure for our modern society. The performance of transportation systems crucial importance individual mobility, commerce, and the economic growth all nations. In recent years society has been facing more traffic jams, higher fuel prices, an increase in CO <sub xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</sub> emissions. It imperative to improve safety efficiency transportation. Developing sustainable intelligent system requires seamless integration interoperability with emerging technologies such as connected vehicles, cloud computing, Internet Things. this article we present discuss some challenges that must be addressed enable address issues sector high levels emissions, increasing congestion, improved road safety.",01-12-2015,IEEE Wireless Communications,https://doi.org/10.1109/mwc.2015.7368833,"Juan Antonio Guerrero Ibáñez, Sherali Zeadally, Juan Contreras‐Castillo",425,Transportation is a necessary infrastructure for our modern society The performance of transportation systems crucial importance individual mobility commerce and the economic growth all nations In recent years society has been facing more traffic jams higher fuel prices an increase in CO 2 emissions It imperative to improve safety efficiency transportation Developing sustainable intelligent system requires seamless integration interoperability with emerging technologies such as connected vehicles cloud computing Internet Things this article we present discuss some challenges that must be addressed enable address issues sector high levels emissions increasing congestion improved road safety,transportation necessary infrastructure modern society performance transportation system crucial importance individual mobility commerce economic growth nation recent year society face traffic jam high fuel price increase co emission imperative improve safety efficiency transportation develop sustainable intelligent system require seamless integration interoperability emerge technology connect vehicle cloud compute internet thing article present discuss challenge address enable address issue sector high level emission increase congestion improve road safety
