Title,Abstract,Publication Date,Journal,Link,Authors,Citations,Cleaned_Abstract,Abstract_Spacy
Systems and Software Engineering,"This chapter begins with a brief introduction to systems engineering in Sect. 6.1, which describes as an interdisciplinary field of primarily focused on how successfully design, implement, evaluate, and manage complex engineered over their life cycles. It also introduces the International Organization for Standardization (ISO) Electrotechnical Commission (IEC) ISO/IEC 15288:2008 standard. Section 6.2 design challenges cyber-physical (CPS) impact reference requirements definition management using Cradle is tool that integrates entire project cycle into one, massively scalable, integrated, multiuser software product. 6.3 principal concept special focus V-model Agile development methodology. 6.4 different CPS includes standard American National Standards Institute/Institute Electrical Electronics Engineers (ANSI/IEEE) 29148-2011. 6.5 provides maritime area case study focuses tracking monitoring containers at ports ships well transported from sea gate port dry port. 6.6 contains comprehensive questions topics, followed by references suggestions further reading.",01-01-2016,Computer Communications and Networks,https://doi.org/10.1007/978-3-319-25178-3_6,Dietmar P. F. Möller,136,This chapter begins with a brief introduction to systems engineering in Sect 61 which describes as an interdisciplinary field of primarily focused on how successfully design implement evaluate and manage complex engineered over their life cycles It also introduces the International Organization for Standardization ISO Electrotechnical Commission IEC ISOIEC 152882008 standard Section 62 design challenges cyberphysical CPS impact reference requirements definition management using Cradle is tool that integrates entire project cycle into one massively scalable integrated multiuser software product 63 principal concept special focus Vmodel Agile development methodology 64 different CPS includes standard American National Standards InstituteInstitute Electrical Electronics Engineers ANSIIEEE 291482011 65 provides maritime area case study focuses tracking monitoring containers at ports ships well transported from sea gate port dry port 66 contains comprehensive questions topics followed by references suggestions further reading,chapter begin brief introduction system engineering sect describe interdisciplinary field primarily focus successfully design implement evaluate manage complex engineer life cycle introduce international organization standardization iso electrotechnical commission iec isoiec standard section design challenge cyberphysical cp impact reference requirement definition management cradle tool integrate entire project cycle massively scalable integrate multiuser software product principal concept special focus vmodel agile development methodology different cp include standard american national standards instituteinstitute electrical electronic engineer ansiieee provide maritime area case study focus track monitor container port ship transport sea gate port dry port contain comprehensive question topic follow reference suggestion read
Behavioral software engineering A definition and systematic literature review,"Throughout the history of software engineering, human aspects have repeatedly been recognized as important. Even though research that investigates them has growing in past decade, these should be more generally considered. The main objective this study is to clarify area concerned with engineering and create a common platform for future research. In order meet objective, we propose definition behavioral (BSE) present results from systematic literature review based on definition. result indicates there are knowledge gaps earlier focused few concepts, which applied limited number areas. individual studies typically had narrow perspective focusing concepts single unit analysis. Further, rarely conducted collaboration by researchers both social science. Altogether, can help put broader set higher agenda practice.",06-05-2015,Journal of Systems and Software,https://doi.org/10.1016/j.jss.2015.04.084,"Per Lenberg, Robert Feldt, Lars Göran Wallgren",206,Throughout the history of software engineering human aspects have repeatedly been recognized as important Even though research that investigates them has growing in past decade these should be more generally considered The main objective this study is to clarify area concerned with engineering and create a common platform for future research In order meet objective we propose definition behavioral BSE present results from systematic literature review based on definition result indicates there are knowledge gaps earlier focused few concepts which applied limited number areas individual studies typically had narrow perspective focusing concepts single unit analysis Further rarely conducted collaboration by researchers both social science Altogether can help put broader set higher agenda practice,history software engineering human aspect repeatedly recognize important research investigate grow past decade generally consider main objective study clarify area concern engineering create common platform future research order meet objective propose definition behavioral bse present result systematic literature review base definition result indicate knowledge gap early focus concept apply limited number area individual study typically narrow perspective focus concept single unit analysis rarely conduct collaboration researcher social science altogether help broad set high agenda practice
Are Students Representatives of Professionals in Software Engineering Experiments,"Background: Most of the experiments in software engineering (SE) employ students as subjects. This raises concerns about realism results acquired through and adaptability to industry. Aim: We compare professionals understand how well represent experimental subjects SE research. Method: The comparison was made context two test-driven development conducted with an academic setting a organization. measured code quality several tasks implemented by both subject groups checked whether perform similarly terms metrics. Results: Except for minor differences, neither is better than other. Professionals produce larger, yet less complex, methods when they use their traditional approach, whereas apply new approach first time. Conclusion: Given carefully scoped experiment on that professionals, similar performances are observed. Further investigation necessary analyze effects demographics level experience experiments.",01-05-2015,2015 IEEEACM 37th IEEE International Conference on Software Engineering,https://doi.org/10.1109/icse.2015.82,"Iflaah Salman, Ayşe Tosun, Natália Juristo",176,Background Most of the experiments in software engineering SE employ students as subjects This raises concerns about realism results acquired through and adaptability to industry Aim We compare professionals understand how well represent experimental subjects SE research Method The comparison was made context two testdriven development conducted with an academic setting a organization measured code quality several tasks implemented by both subject groups checked whether perform similarly terms metrics Results Except for minor differences neither is better than other Professionals produce larger yet less complex methods when they use their traditional approach whereas apply new approach first time Conclusion Given carefully scoped experiment on that professionals similar performances are observed Further investigation necessary analyze effects demographics level experience experiments,background experiment software engineering se employ student subject raise concern realism result acquire adaptability industry aim compare professional understand represent experimental subject se research method comparison context testdriven development conduct academic set organization measure code quality task implement subject group check perform similarly term metric result minor difference well professional produce large complex method use traditional approach apply new approach time conclusion give carefully scope experiment professional similar performance observe investigation necessary analyze effect demographic level experience experiment
The need for multivocal literature reviews in software engineering,"Systematic Literature Reviews (SLR) may not provide insight into the ""state of practice"" in SE, as they do typically include ""grey"" (non-published) literature. A Multivocal Review (MLR) is a form SLR which includes grey literature addition to published (formal) Only few MLRs have been SE so far. We aim at raising awareness for by addressing two research questions (RQs): (1) What types knowledge are missed when does multivocal field? and (2) we, community, gain we conduct MLRs? To answer these RQs, sample example SLRs identify missing gained due excluding or including find that can give substantial benefits certain areas inclusion brings forward challenges evidence them often experience opinion based. Given conflicting viewpoints, authors planning prepare systematic guidelines performing SE.",01-06-2016,Proceedings of the 20th International Conference on Evaluation and Assessment in Software Engineering,https://doi.org/10.1145/2915970.2916008,"Vahid Garousi, Michael Felderer, Mika Mäntylä",169,Systematic Literature Reviews SLR may not provide insight into the state of practice in SE as they do typically include grey nonpublished literature A Multivocal Review MLR is a form SLR which includes grey literature addition to published formal Only few MLRs have been SE so far We aim at raising awareness for by addressing two research questions RQs 1 What types knowledge are missed when does multivocal field and 2 we community gain we conduct MLRs To answer these RQs sample example SLRs identify missing gained due excluding or including find that can give substantial benefits certain areas inclusion brings forward challenges evidence them often experience opinion based Given conflicting viewpoints authors planning prepare systematic guidelines performing SE,systematic literature review slr provide insight state practice se typically include grey nonpublished literature multivocal review mlr form slr include grey literature addition publish formal mlrs se far aim raise awareness address research question rqs type knowledge miss multivocal field community gain conduct mlrs answer rqs sample example slrs identify miss gain exclude include find substantial benefit certain area inclusion bring forward challenge evidence experience opinion base give conflict viewpoint author plan prepare systematic guideline perform se
Gamification in software engineering education A systematic mapping,"The potential of gamification in education is based on the hypothesis that it supports and motivates students can thus lead to enhanced learning processes outcomes. Gamification software engineering (SE) its infancy. However, as SE educators we are particularly interested understanding how pollinating our field extent which above claim valid context. A systematic literature mapping has underscored difficulty fully corroborating because few empirical data available so far. key trends challenges have been identified. We found purpose applying mostly directly related improving student engagement and, a lesser extent, knowledge, although other targets application best practices socialization. also discussed insightful issues regarding implementation cost gamification, patterns most often used elements, teaching activities addressed. Of identified challenges, should highlight complexity deciding approach follow, lack information for choosing elements need control impact gamification.",29-03-2018,Journal of Systems and Software,https://doi.org/10.1016/j.jss.2018.03.065,"Manal M. Alhammad, Ana M. Moreno",173,The potential of gamification in education is based on the hypothesis that it supports and motivates students can thus lead to enhanced learning processes outcomes Gamification software engineering SE its infancy However as SE educators we are particularly interested understanding how pollinating our field extent which above claim valid context A systematic literature mapping has underscored difficulty fully corroborating because few empirical data available so far key trends challenges have been identified We found purpose applying mostly directly related improving student engagement and a lesser extent knowledge although other targets application best practices socialization also discussed insightful issues regarding implementation cost gamification patterns most often used elements teaching activities addressed Of identified challenges should highlight complexity deciding approach follow lack information for choosing elements need control impact gamification,potential gamification education base hypothesis support motivate student lead enhanced learning process outcomes gamification software engineering se infancy se educator particularly interested understanding pollinate field extent claim valid context systematic literature mapping underscore difficulty fully corroborate empirical datum available far key trend challenge identify find purpose apply directly related improve student engagement less extent knowledge target application good practice socialization discuss insightful issue implementation cost gamification pattern element teach activity address identify challenge highlight complexity decide approach follow lack information choose element need control impact gamification
Are students representatives of professionals in software engineering experiments,"Abstract -- Background: Most of the experiments in software engineering (SE) employ students as subjects. This raises concerns about realism results acquired through and adaptability to industry. Aim: We compare professionals understand how well represent experimental subjects SE research. Method: The comparison was made context two test-driven development conducted with an academic setting a organization. measured code quality several tasks implemented by both subject groups checked whether perform similarly terms metrics. Results: Except for minor differences, neither is better than other. Professionals produce larger, yet less complex, methods when they use their traditional approach, whereas apply new approach first time. Conclusion: Given carefully scoped experiment on that professionals, similar performances are observed. Further investigation necessary analyze effects demographics level experience experiments.",16-05-2015,Failed to retrieve data,https://doi.org/10.5555/2818754.2818836,"Iflaah Salman, Ayşe Tosun, Natália Juristo",168,Abstract  Background Most of the experiments in software engineering SE employ students as subjects This raises concerns about realism results acquired through and adaptability to industry Aim We compare professionals understand how well represent experimental subjects SE research Method The comparison was made context two testdriven development conducted with an academic setting a organization measured code quality several tasks implemented by both subject groups checked whether perform similarly terms metrics Results Except for minor differences neither is better than other Professionals produce larger yet less complex methods when they use their traditional approach whereas apply new approach first time Conclusion Given carefully scoped experiment on that professionals similar performances are observed Further investigation necessary analyze effects demographics level experience experiments,abstract background experiment software engineering se employ student subject raise concern realism result acquire adaptability industry aim compare professional understand represent experimental subject se research method comparison context testdriven development conduct academic set organization measure code quality task implement subject group check perform similarly term metric result minor difference well professional produce large complex method use traditional approach apply new approach time conclusion give carefully scope experiment professional similar performance observe investigation necessary analyze effect demographic level experience experiment
Empirical software engineering experts on the use of students and professionals in experiments,"[Context] Controlled experiments are an important empirical method to generate and validate theories. Many software engineering conducted with students. It is often claimed that the use of students as participants in comes at cost low external validity while using professionals does not. [Objective] We believe a deeper understanding needed on or professionals. aim gain insight about pros cons experiments. [Method] performed unconventional, focus group approach follow-up survey. First, during session ISERN 2014, 65 researchers, including seven authors, argued discussed open mind. Afterwards, we revisited topic elicited experts’ opinions foster discussions. Then derived 14 statements asked attendees excluding provide their level agreement statements. Finally, analyzed researchers’ used findings further discuss [Results] Our survey results showed that, general, respondents disagreed us drawbacks We, contrary, strongly no population (students, professionals, others) can be deemed better than another absolute terms. [Conclusion] Using remains valid simplification reality laboratory contexts. effective way advance theories technologies but, like any other aspect study settings, should carefully considered design, execution, interpretation, reporting experiment. The key understand which developer portion being represented by Thus, proposal for describing experimental put forward.",08-06-2017,Empirical Software Engineering,https://doi.org/10.1007/s10664-017-9523-3,"Davide Falessi, Natália Juristo, Claes Wohlin, Burak Turhan, Jürgen Münch, Andreas Jedlitschka, Markku Oivo",204,Context Controlled experiments are an important empirical method to generate and validate theories Many software engineering conducted with students It is often claimed that the use of students as participants in comes at cost low external validity while using professionals does not Objective We believe a deeper understanding needed on or professionals aim gain insight about pros cons experiments Method performed unconventional focus group approach followup survey First during session ISERN 2014 65 researchers including seven authors argued discussed open mind Afterwards we revisited topic elicited experts opinions foster discussions Then derived 14 statements asked attendees excluding provide their level agreement statements Finally analyzed researchers used findings further discuss Results Our survey results showed that general respondents disagreed us drawbacks We contrary strongly no population students professionals others can be deemed better than another absolute terms Conclusion Using remains valid simplification reality laboratory contexts effective way advance theories technologies but like any other aspect study settings should carefully considered design execution interpretation reporting experiment The key understand which developer portion being represented by Thus proposal for describing experimental put forward,context control experiment important empirical method generate validate theory software engineering conduct student claim use student participant come cost low external validity professional objective believe deep understanding need professional aim gain insight pro con experiment method perform unconventional focus group approach followup survey session isern researcher include seven author argue discuss open mind revisit topic elicit expert opinion foster discussion derive statement ask attendee excluding provide level agreement statement finally analyze researcher finding discuss result survey result show general respondent disagree drawback contrary strongly population student professional deem well absolute term conclusion remain valid simplification reality laboratory context effective way advance theory technology like aspect study setting carefully consider design execution interpretation reporting experiment key understand developer portion represent proposal describe experimental forward
Six strategies for generalizing software engineering theories,"General theories of software engineering must balance between providing full understanding a single case and partial many cases. In this paper we argue that for to be useful in practice, they should give sufficient sufficiently large class cases, without having universal or complete. We provide six strategies developing such the middle range. lab-to-lab strategies, laboratory phenomena are developed generalized other phenomena. This is characteristic strategy basic science. lab-to-field artifacts first operate under idealized conditions, which then scaled up until can uncontrolled field conditions. sciences. case-based generalize about components real-world supposed exhibit less variation than cases as whole. sample-based aggregate behavior samples patterns not visible at level. discuss three examples strategies. Throughout paper, use generalization from illustrate our analysis. The concludes with discussion related work implications empirical research.",01-04-2015,Science of Computer Programming,https://doi.org/10.1016/j.scico.2014.11.013,"Roel Wieringa, Maya Daneva",163,General theories of software engineering must balance between providing full understanding a single case and partial many cases In this paper we argue that for to be useful in practice they should give sufficient sufficiently large class cases without having universal or complete We provide six strategies developing such the middle range labtolab strategies laboratory phenomena are developed generalized other phenomena This is characteristic strategy basic science labtofield artifacts first operate under idealized conditions which then scaled up until can uncontrolled field conditions sciences casebased generalize about components realworld supposed exhibit less variation than cases as whole samplebased aggregate behavior samples patterns not visible at level discuss three examples strategies Throughout paper use generalization from illustrate our analysis The concludes with discussion related work implications empirical research,general theory software engineering balance provide understanding single case partial case paper argue useful practice sufficient sufficiently large class case have universal complete provide strategy develop middle range labtolab strategy laboratory phenomenon develop generalize phenomenon characteristic strategy basic science labtofield artifact operate idealize condition scale uncontrolle field condition sciences casebase generalize component realworld suppose exhibit variation case samplebase aggregate behavior sample pattern visible level discuss example strategy paper use generalization illustrate analysis conclude discussion relate work implication empirical research
Managing Technical Debt in Software Engineering Dagstuhl Seminar 16162,"This report documents the program and outcomes of Dagstuhl Seminar 16162, “Managing Technical Debt in Software Engineering.” We summarize goals format seminar, results from breakout groups, a definition for technical debt, draft conceptual model, research road map that culminated discussions during seminar. The also includes abstracts talks presented at seminar summaries open discussions.",01-01-2016,Failed to retrieve data,https://doi.org/10.4230/dagrep.6.4.110,"Paris Avgeriou, Philippe Kruchten, İpek Özkaya, Carolyn Seaman",190,This report documents the program and outcomes of Dagstuhl Seminar 16162 Managing Technical Debt in Software Engineering We summarize goals format seminar results from breakout groups a definition for technical debt draft conceptual model research road map that culminated discussions during seminar The also includes abstracts talks presented at seminar summaries open discussions,report document program outcome dagstuhl seminar manage technical debt software engineering summarize goal format seminar result breakout group definition technical debt draft conceptual model research road map culminate discussion seminar include abstract talk present seminar summary open discussion
ModelDriven Software Engineering in Practice Second Edition,"This book discusses how model-based approaches can improve the daily practice of software professionals. is known as Model-Driven Software Engineering (MDSE) or, simply,",30-03-2017,Synthesis Lectures on Software Engineering,https://doi.org/10.2200/s00751ed2v01y201701swe004,"Marco Brambilla, Jordi Cabot, Manuel Wimmer",178,This book discusses how modelbased approaches can improve the daily practice of software professionals is known as ModelDriven Software Engineering MDSE or simply,book discuss modelbase approach improve daily practice software professional know modeldriven software engineering mdse simply
Smart contracts vulnerabilities a call for blockchain software engineering,"Smart Contracts have gained tremendous popularity in the past few years, to point that billions of US Dollars are currently exchanged every day through such technology. However, since release Frontier network Ethereum 2015, there been many cases which execution managing Ether coins has led problems or conflicts. Compared traditional Software Engineering, a discipline Contract and Blockchain programming, with standardized best practices can help solve mentioned conflicts, is not yet sufficiently developed. Furthermore, rely on non-standard software life-cycle, according which, for instance, delivered applications hardly be updated bugs resolved by releasing new version software. In this paper we advocate need addressing issues posed smart contract programming other running blockchains.We analyse case study where bug discovered library, perhaps ""unsafe"" allowed an attack Parity, wallet application, causing freezing about 500K Ethers (about 150M USD, November 2017). analyze source code Parity discuss how recognised could mitigate, if adopted adapted, detrimental misbehavior. We also reflect specificity development, makes some existing approaches insufficient, call definition specific Engineering.",20-03-2018,2018 International Workshop on Blockchain Oriented Software Engineering IWBOSE,https://doi.org/10.1109/iwbose.2018.8327567,"Giuseppe Destefanis, Michele Marchesi, Marco Ortu, Roberto Tonelli, Andrea Bracciali, Robert M. Hierons",187,Smart Contracts have gained tremendous popularity in the past few years to point that billions of US Dollars are currently exchanged every day through such technology However since release Frontier network Ethereum 2015 there been many cases which execution managing Ether coins has led problems or conflicts Compared traditional Software Engineering a discipline Contract and Blockchain programming with standardized best practices can help solve mentioned conflicts is not yet sufficiently developed Furthermore rely on nonstandard software lifecycle according which for instance delivered applications hardly be updated bugs resolved by releasing new version software In this paper we advocate need addressing issues posed smart contract programming other running blockchainsWe analyse case study where bug discovered library perhaps unsafe allowed an attack Parity wallet application causing freezing about 500K Ethers about 150M USD November 2017 analyze source code Parity discuss how recognised could mitigate if adopted adapted detrimental misbehavior We also reflect specificity development makes some existing approaches insufficient call definition specific Engineering,smart contract gain tremendous popularity past year point billion dollar currently exchange day technology release frontier network ethereum case execution manage ether coin lead problem conflict compare traditional software engineer discipline contract blockchain programming standardized good practice help solve mention conflict sufficiently develop furthermore rely nonstandard software lifecycle accord instance deliver application hardly update bug resolve release new version software paper advocate need addressing issue pose smart contract program running blockchainswe analyse case study bug discover library unsafe allow attack parity wallet application cause freeze ether m usd november analyze source code parity discuss recognise mitigate adopt adapt detrimental misbehavior reflect specificity development make exist approach insufficient definition specific engineering
Fundamentals of Software Engineering,"The FSEN 2019 proceedings on fundamentals of software engineering span over all aspects formal methods, especially those related to advancing the application methods in industry and promoting their integration with practical techniques.",01-01-2019,Lecture Notes in Computer Science,https://doi.org/10.1007/978-3-030-31517-7,"Hossein Hojjat, Mieke Massink",117,The FSEN 2019 proceedings on fundamentals of software engineering span over all aspects formal methods especially those related to advancing the application methods in industry and promoting their integration with practical techniques,fsen proceeding fundamental software engineering span aspect formal method especially relate advance application method industry promote integration practical technique
A Map of Threats to Validity of Systematic Literature Reviews in Software Engineering,"Context: The assessment of Threats to Validity (TTVs) is critical secure the quality empirical studies in Software Engineering (SE). In recent decade, Systematic Literature Review (SLR) was becoming an increasingly important research method SE. One mechanisms insuring level scientific value findings SLR rigorously assess its validity. Hence, it necessary realize status quo and issues TTVs SLRs Objective: This study aims investigate the-state-of-the-practice published SE, further support SE researchers improve strategies against order increase Method: We conducted a tertiary by reviewing that report TTVs. Results: identified 316 from 2004 first half 2015, which are discussed. associated were also summarized categorized. Conclusion: common related research, such as internal validity reliability, thoroughly discussed most SLRs. threats construct external drew less attention. Moreover, there few tactics being reported cope with various",01-01-2016,2016 23rd AsiaPacific Software Engineering Conference APSEC,https://doi.org/10.1109/apsec.2016.031,"Xin Zhou, Jin Yu-qin, He Zhang, Shanshan Li, Xin Huang",181,Context The assessment of Threats to Validity TTVs is critical secure the quality empirical studies in Software Engineering SE In recent decade Systematic Literature Review SLR was becoming an increasingly important research method SE One mechanisms insuring level scientific value findings SLR rigorously assess its validity Hence it necessary realize status quo and issues TTVs SLRs Objective This study aims investigate thestateofthepractice published SE further support SE researchers improve strategies against order increase Method We conducted a tertiary by reviewing that report TTVs Results identified 316 from 2004 first half 2015 which are discussed associated were also summarized categorized Conclusion common related research such as internal validity reliability thoroughly discussed most SLRs threats construct external drew less attention Moreover there few tactics being reported cope with various,context assessment threat validity ttv critical secure quality empirical study software engineering se recent decade systematic literature review slr increasingly important research method se mechanism insure level scientific value finding slr rigorously assess validity necessary realize status quo issue ttv slrs objective study aim investigate thestateofthepractice publish se support se researcher improve strategy order increase method conduct tertiary review report ttv result identify half discuss associate summarize categorize conclusion common relate research internal validity reliability thoroughly discuss slrs threat construct external draw attention tactic report cope
Crowdsourcing in Software Engineering Models Motivations and Challenges,"Almost surreptitiously, crowdsourcing has entered software engineering practice. In-house development, contracting, and outsourcing still dominate, but many development projects use crowdsourcing-for example, to squash bugs, test software, or gather alternative UI designs. Although the overall impact been mundane so far, could lead fundamental, disruptive changes in how is developed. Various models have applied development. Such offer exciting opportunities, several challenges must be met for reach its potential.",01-01-2016,IEEE Software,https://doi.org/10.1109/ms.2016.12,"Thomas D. LaToza, André van der Hoek",147,Almost surreptitiously crowdsourcing has entered software engineering practice Inhouse development contracting and outsourcing still dominate but many development projects use crowdsourcingfor example to squash bugs test software or gather alternative UI designs Although the overall impact been mundane so far could lead fundamental disruptive changes in how is developed Various models have applied development Such offer exciting opportunities several challenges must be met for reach its potential,surreptitiously crowdsource enter software engineering practice inhouse development contracting outsourcing dominate development project use crowdsourcingfor example squash bug test software gather alternative ui design overall impact mundane far lead fundamental disruptive change develop model apply development offer exciting opportunity challenge meet reach potential
Forty years of research on personality in software engineering A mapping study,"In this article, we present a systematic mapping study of research on personality in software engineering. The goal is to plot the landscape current published empirical and theoretical studies that deal with role We applied review method search select articles, extract synthesize data from selected articles reported about personality. Our retrieved more than 19,000 which 90 between 1970 2010. Nearly 72% were after 2002 83% findings. Data extracted showed education pair programming most recurring topics, MBTI was used test. Research related programming, education, team effectiveness, process allocation, engineer characteristics, individual performance concentrated over 88% studies, while process, behavior preferences, leadership topics smallest number studies. conclude has grown last few years, but contradictory evidence found might have been caused by differences context, method, versions tests While raises warning for practitioners wish use practice, it shows several opportunities community improve extend findings field.",01-05-2015,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2014.12.008,"Shirley S. J. O. Cruz, Fábio Q. B. da Silva, Luiz Fernando Capretz",187,In this article we present a systematic mapping study of research on personality in software engineering The goal is to plot the landscape current published empirical and theoretical studies that deal with role We applied review method search select articles extract synthesize data from selected articles reported about personality Our retrieved more than 19000 which 90 between 1970 2010 Nearly 72 were after 2002 83 findings Data extracted showed education pair programming most recurring topics MBTI was used test Research related programming education team effectiveness process allocation engineer characteristics individual performance concentrated over 88 studies while process behavior preferences leadership topics smallest number studies conclude has grown last few years but contradictory evidence found might have been caused by differences context method versions tests While raises warning for practitioners wish use practice it shows several opportunities community improve extend findings field,article present systematic mapping study research personality software engineer goal plot landscape current publish empirical theoretical study deal role apply review method search select article extract synthesize datum select article report personality retrieve nearly finding datum extract show education pair program recur topic mbti test research relate programming education team effectiveness process allocation engineer characteristic individual performance concentrate study process behavior preference leadership topic small number study conclude grow year contradictory evidence find cause difference context method version test raise warn practitioner wish use practice show opportunity community improve extend finding field
Identifying categorizing and mitigating threats to validity in software engineering secondary studies,"Secondary studies are vulnerable to threats validity. Although, mitigating these is crucial for the credibility of studies, we currently lack a systematic approach identify, categorize and mitigate validity secondary studies. In this paper, review corpus with aim identify: (a) trend reporting validity, (b) most common corresponding mitigation actions, (c) possible categories in which can be classified. To achieve goal employ tertiary study research method that used synthesizing knowledge from existing particular, collected data more than 100 published until December 2016 top quality software engineering venues (both journals conference). Our results suggest recent years, likely report their However, presentation such rather ad hoc, e.g., same threat may presented different name, or under category. alleviate problem, propose classification schema actions. Both associated actions have been validated by an empirical study, i.e., Delphi rounds experts. Based on proposed schema, provide checklist, authors use identifying categorizing while readers checklist assessing reported results.",09-10-2018,Information and Software Technology,https://doi.org/10.1016/j.infsof.2018.10.006,"Apostolos Ampatzoglou, Stamatia Bibi, Paris Avgeriou, Marijn Verbeek, Alexander Chatzigeorgiou",199,Secondary studies are vulnerable to threats validity Although mitigating these is crucial for the credibility of studies we currently lack a systematic approach identify categorize and mitigate validity secondary studies In this paper review corpus with aim identify a trend reporting validity b most common corresponding mitigation actions c possible categories in which can be classified To achieve goal employ tertiary study research method that used synthesizing knowledge from existing particular collected data more than 100 published until December 2016 top quality software engineering venues both journals conference Our results suggest recent years likely report their However presentation such rather ad hoc eg same threat may presented different name or under category alleviate problem propose classification schema actions Both associated actions have been validated by an empirical study ie Delphi rounds experts Based on proposed schema provide checklist authors use identifying categorizing while readers checklist assessing reported results,secondary study vulnerable threat validity mitigate crucial credibility study currently lack systematic approach identify categorize mitigate validity secondary study paper review corpus aim identify trend report validity b common corresponding mitigation action c possible category classify achieve goal employ tertiary study research method synthesize knowledge exist particular collect datum publish december quality software engineering venue journal conference result suggest recent year likely report presentation ad hoc eg threat present different category alleviate problem propose classification schema action associate action validate empirical study ie delphi round expert base propose schema provide checklist author use identify categorize reader checklist assess report result
A framework for gamification in software engineering,"Gamification seeks for improvement of the user's engagement, motivation, and performance when carrying out a certain task; it does so by incorporating game mechanics elements, thus making that task more attractive. The application gamification in Software Engineering can be promising; software projects organized as set challenges which ordered need to fulfilled, some skills, mainly much collective effort, are required. objective this paper is propose complete framework introduction engineering environments. This composed an ontology, methodology guiding process, support engine. We carried case study proposed was applied real company. In project company used gamify areas management, requirements testing. As result, has clearly enabled introduce its work environment, achieving quality solution with appropriate design development effort. tool allowed current tools very easily.",01-10-2017,Journal of Systems and Software,https://doi.org/10.1016/j.jss.2017.06.021,"Félix García, Óscar Pedreira, Mario Piattini, Ana Cerdeira-Pena, Miguel R. Penabad",113,Gamification seeks for improvement of the users engagement motivation and performance when carrying out a certain task it does so by incorporating game mechanics elements thus making that task more attractive The application gamification in Software Engineering can be promising software projects organized as set challenges which ordered need to fulfilled some skills mainly much collective effort are required objective this paper is propose complete framework introduction engineering environments This composed an ontology methodology guiding process support engine We carried case study proposed was applied real company In project company used gamify areas management requirements testing As result has clearly enabled introduce its work environment achieving quality solution with appropriate design development effort tool allowed current tools very easily,gamification seek improvement user engagement motivation performance carry certain task incorporate game mechanic element make task attractive application gamification software engineering promise software project organize set challenge order need fulfil skill mainly collective effort require objective paper propose complete framework introduction engineering environment compose ontology methodology guide process support engine carry case study propose apply real company project company gamify area management requirement test result clearly enable introduce work environment achieve quality solution appropriate design development effort tool allow current tool easily
Belief amp evidence in empirical software engineering,"Empirical software engineering has produced a steady stream of evidence-based results concerning the factors that affect important outcomes such as cost, quality, and interval. However, programmers often also have strongly-held priori opinions about these issues. These are important, since developers highly-trained professionals whose beliefs would doubtless their practice. As in medicine, disseminating empirical findings to is key step ensuring impact In this paper, we describe case study, on prior at Microsoft, relationship actual data projects which work. Our a) do indeed very strong certain topics b) primarily formed based personal experience, rather than research c) can vary with each project, but not necessarily correspond evidence project. suggest more effort should be taken disseminate in-depth study interplay belief practice needed.",13-05-2016,Proceedings of the 38th International Conference on Software Engineering,https://doi.org/10.1145/2884781.2884812,"Prémkumar Dévanbu, Thomas Zimmermann, Christian Bird",136,Empirical software engineering has produced a steady stream of evidencebased results concerning the factors that affect important outcomes such as cost quality and interval However programmers often also have stronglyheld priori opinions about these issues These are important since developers highlytrained professionals whose beliefs would doubtless their practice As in medicine disseminating empirical findings to is key step ensuring impact In this paper we describe case study on prior at Microsoft relationship actual data projects which work Our a do indeed very strong certain topics b primarily formed based personal experience rather than research c can vary with each project but not necessarily correspond evidence project suggest more effort should be taken disseminate indepth study interplay belief practice needed,empirical software engineering produce steady stream evidencebase result concern factor affect important outcome cost quality interval programmer stronglyheld priori opinion issue important developer highlytraine professional belief doubtless practice medicine disseminate empirical finding key step ensure impact paper describe case study prior microsoft relationship actual datum project work strong certain topic b primarily form base personal experience research c vary project necessarily correspond evidence project suggest effort take disseminate indepth study interplay belief practice need
