Title,Abstract,Publication Date,Journal,Link,Authors,Citations,Cleaned_Abstract,Abstract_Spacy
Humancomputer interaction foundations and new paradigms,"This paper explores the roots of human–computer interaction as a discipline, various trends which have marked its development, and some current future challenges for research. Human–computer interaction, like any vocational sits upon three broad foundations: theoretical principles, professional practice community people. As an interdisciplinary field HCI encompass number other disciplines including psychology, computing, ergonomics, social sciences; however, it also has practical own. The evolving internal external context HCI, computers, become smaller less costly; this led to changes in nature users uses with corresponding impact on society. computers from cloud digital fabrication need design solitude. It suggests that should not just react around it, but shape those changes.",01-10-2017,Journal of Visual Languages amp Computing,https://doi.org/10.1016/j.jvlc.2016.04.001,Alan Dix,105,This paper explores the roots of humancomputer interaction as a discipline various trends which have marked its development and some current future challenges for research Humancomputer interaction like any vocational sits upon three broad foundations theoretical principles professional practice community people As an interdisciplinary field HCI encompass number other disciplines including psychology computing ergonomics social sciences however it also has practical own The evolving internal external context HCI computers become smaller less costly this led to changes in nature users uses with corresponding impact on society computers from cloud digital fabrication need design solitude It suggests that should not just react around it but shape those changes,paper explore root humancomputer interaction discipline trend mark development current future challenge research humancomputer interaction like vocational sit broad foundation theoretical principle professional practice community people interdisciplinary field hci encompass number discipline include psychology compute ergonomic social science practical evolve internal external context hci computer small costly lead change nature user use corresponding impact society computer cloud digital fabrication need design solitude suggest react shape change
Review of ThreeDimensional HumanComputer Interaction with Focus on the Leap Motion Controller,"Modern hardware and software development has led to an evolution of user interfaces from command-line natural for virtual immersive environments. Gestures imitating real-world interaction tasks increasingly replace classical two-dimensional based on Windows/Icons/Menus/Pointers (WIMP) or touch metaphors. Thus, the purpose this paper is survey state-of-the-art Human-Computer Interaction (HCI) techniques with a focus special field three-dimensional interaction. This includes overview currently available devices, their applications usage underlying methods gesture design recognition. Focus Leap Motion Controller (LMC) corresponding Further, review evaluation proposed given.",07-07-2018,Sensors,https://doi.org/10.3390/s18072194,"Daniel Bachmann, Frank Weichert, Gerhard Rinkenauer",138,Modern hardware and software development has led to an evolution of user interfaces from commandline natural for virtual immersive environments Gestures imitating realworld interaction tasks increasingly replace classical twodimensional based on WindowsIconsMenusPointers WIMP or touch metaphors Thus the purpose this paper is survey stateoftheart HumanComputer Interaction HCI techniques with a focus special field threedimensional interaction This includes overview currently available devices their applications usage underlying methods gesture design recognition Focus Leap Motion Controller LMC corresponding Further review evaluation proposed given,modern hardware software development lead evolution user interface commandline natural virtual immersive environment gesture imitate realworld interaction task increasingly replace classical twodimensional base windowsiconsmenuspointer wimp touch metaphor purpose paper survey stateoftheart humancomputer interaction hci technique focus special field threedimensional interaction include overview currently available device application usage underlying method gesture design recognition focus leap motion controller lmc corresponding review evaluation propose give
Citizen Science New Research Challenges for HumanComputer Interaction,"Citizen science broadly describes citizen involvement in science. has gained significant momentum recent years, brought about by widespread availability of smartphones and other Internet communications technologies (ICT) used for collecting sharing data. Not only are more projects being launched members the public participating, but human–computer interaction (HCI) researchers focusing on design, development, use these tools. Together, HCI can leverage each other's skills to speed up science, accelerate learning, amplify society's well-being globally as well locally. The focus this article is biodiversity seen primarily through lens research author's laboratory. framed around five topics: community, data, technology, a call save all species, including ourselves. ends with agenda that focuses areas identifies productive ways specialists, researchers, citizens collaborate. In nutshell, while species disappearing at an alarming rate, scientists who document species' distributions help support conservation educate public. empower dramatically increase what they do how it.",16-06-2016,International Journal of HumanComputer Interaction,https://doi.org/10.1080/10447318.2016.1194153,Jennifer Preece,105,Citizen science broadly describes citizen involvement in science has gained significant momentum recent years brought about by widespread availability of smartphones and other Internet communications technologies ICT used for collecting sharing data Not only are more projects being launched members the public participating but humancomputer interaction HCI researchers focusing on design development use these tools Together HCI can leverage each others skills to speed up science accelerate learning amplify societys wellbeing globally as well locally The focus this article is biodiversity seen primarily through lens research authors laboratory framed around five topics community data technology a call save all species including ourselves ends with agenda that focuses areas identifies productive ways specialists researchers citizens collaborate In nutshell while species disappearing at an alarming rate scientists who document species distributions help support conservation educate public empower dramatically increase what they do how it,citizen science broadly describe citizen involvement science gain significant momentum recent year bring widespread availability smartphone internet communication technology ict collect share datum project launch member public participate humancomputer interaction hci researcher focus design development use tool hci leverage skill speed science accelerate learn amplify societys wellbeing globally locally focus article biodiversity see primarily lens research author laboratory frame topic community datum technology save specie include end agenda focus area identify productive way specialist researcher citizen collaborate nutshell specie disappear alarming rate scientist document specie distribution help support conservation educate public empower dramatically increase
A Review Paper on Human Computer Interaction,"The advancement in the development of computer technology has led to idea human interaction. Research experiments interaction involves young age group people that are educated and technically knowledgeable. This paper focuses on mental model Human Computer Interaction. There various approaches this review one them is highlighting current approach, results trends second approach find out research have been invented a long time before currently lagging behind. also emotional intelligence user become more like, fidelity prototyping. design an automated system perform such task still being accomplished.",30-04-2018,International Journal of Advanced Research in Computer Science and Software Engineering,https://doi.org/10.23956/ijarcsse.v8i4.630,"Himanshu Bansal, Rizwan Ahmed Khan",81,The advancement in the development of computer technology has led to idea human interaction Research experiments interaction involves young age group people that are educated and technically knowledgeable This paper focuses on mental model Human Computer Interaction There various approaches this review one them is highlighting current approach results trends second approach find out research have been invented a long time before currently lagging behind also emotional intelligence user become more like fidelity prototyping design an automated system perform such task still being accomplished,advancement development computer technology lead idea human interaction research experiment interaction involve young age group people educate technically knowledgeable paper focus mental model human computer interaction approach review highlight current approach result trend second approach find research invent long time currently lag emotional intelligence user like fidelity prototype design automate system perform task accomplish
Systematic literature review of hand gestures used in human computer interaction interfaces,"Gestures, widely accepted as a humans’ natural mode of interaction with their surroundings, have been considered for use in human-computer based interfaces since the early 1980s. They explored and implemented, range success maturity levels, variety fields, facilitated by multitude technologies. Underpinning gesture theory however focuses on gestures performed simultaneously speech, majority are supported other modes interaction. This article reports results systematic review undertaken to identify characteristics touchless/in-air hand used interfaces. 148 articles were reviewed reporting gesture-based interfaces, identified through searching engineering science databases (Engineering Village, Pro Quest, Science Direct, Scopus Web Science). The goal was map field investigate patterns use, common combinations different applications From review, community seems disparate little evidence building upon prior work fundamental framework is not evident. However, findings can help inform future developments provide valuable information about benefits drawbacks approaches. It further found that nature appropriateness primary factor elicitation when designing systems, ease technology implementation often took precedence.",01-09-2019,International Journal of HumanComputer Studies,https://doi.org/10.1016/j.ijhcs.2019.03.011,"Tijana Vuletic, Alex Duffy, Laura Hay, Chris McTeague, Gerard Campbell, Madeleine Grealy",130,Gestures widely accepted as a humans natural mode of interaction with their surroundings have been considered for use in humancomputer based interfaces since the early 1980s They explored and implemented range success maturity levels variety fields facilitated by multitude technologies Underpinning gesture theory however focuses on gestures performed simultaneously speech majority are supported other modes interaction This article reports results systematic review undertaken to identify characteristics touchlessinair hand used interfaces 148 articles were reviewed reporting gesturebased interfaces identified through searching engineering science databases Engineering Village Pro Quest Science Direct Scopus Web Science The goal was map field investigate patterns use common combinations different applications From review community seems disparate little evidence building upon prior work fundamental framework is not evident However findings can help inform future developments provide valuable information about benefits drawbacks approaches It further found that nature appropriateness primary factor elicitation when designing systems ease technology implementation often took precedence,gesture widely accept human natural mode interaction surrounding consider use humancomputer base interface early explore implement range success maturity level variety field facilitate multitude technology underpin gesture theory focus gesture perform simultaneously speech majority support mode interaction article report result systematic review undertake identify characteristics touchlessinair hand interface article review report gesturebase interface identify search engineering science database engineering village pro quest science direct scopus web science goal map field investigate pattern use common combination different application review community disparate little evidence build prior work fundamental framework evident finding help inform future development provide valuable information benefit drawback approach find nature appropriateness primary factor elicitation design system ease technology implementation take precedence
A Review on HumanComputer Interaction and Intelligent Robots,"In the field of artificial intelligence, human–computer interaction (HCI) technology and its related intelligent robot technologies are essential interesting contents research. From perspective software algorithm hardware system, these above-mentioned study try to build a natural HCI environment. The purpose this research is provide an overview robots. This highlights existing listening, speaking, reading, writing, other senses, which widely used in human interaction. Based on same technologies, introduces some systems platforms. paper also forecasts vital challenges researching authors hope that work will help researchers acquire necessary information further conduct more advanced",01-01-2020,International Journal of Information Technology amp Decision Making,https://doi.org/10.1142/s0219622019300052,"Fuji Ren, Yanwei Bao",88,In the field of artificial intelligence humancomputer interaction HCI technology and its related intelligent robot technologies are essential interesting contents research From perspective software algorithm hardware system these abovementioned study try to build a natural HCI environment The purpose this research is provide an overview robots This highlights existing listening speaking reading writing other senses which widely used in human interaction Based on same technologies introduces some systems platforms paper also forecasts vital challenges researching authors hope that work will help researchers acquire necessary information further conduct more advanced,field artificial intelligence humancomputer interaction hci technology related intelligent robot technology essential interesting content research perspective software algorithm hardware system abovementione study try build natural hci environment purpose research provide overview robot highlight exist listen speak reading write sense widely human interaction base technology introduce system platform paper forecast vital challenge research author hope work help researcher acquire necessary information conduct advanced
How Is Your User Feeling Inferring Emotion Through HumanComputer interaction Devices,"Emotion can influence important user behaviors, including purchasing decisions, technology use, and customer loyalty. The ability to easily assess users' emotion during live system use therefore has practical significance for the design improvement o",01-01-2017,MIS Quarterly,https://doi.org/10.25300/misq/2017/41.1.01,"Martin Hibbeln, Jeffrey L. Jenkins, Christoph Schneider, Joseph S. Valacich, Markus Weinmann",134,Emotion can influence important user behaviors including purchasing decisions technology use and customer loyalty The ability to easily assess users emotion during live system use therefore has practical significance for the design improvement o,emotion influence important user behavior include purchase decision technology use customer loyalty ability easily assess user emotion live system use practical significance design improvement o
A hand gesture recognition technique for humancomputer interaction,"We propose an approach to recognize trajectory-based dynamic hand gestures in real time for human–computer interaction (HCI). also introduce a fast learning mechanism that does not require extensive training data teach the system. use six-degrees-of-freedom position tracker collect trajectory and represent as ordered sequence of directional movements 2D. In phase, sample gesture is filtered processed create recognizers, which are basically finite-state machine recognizers. achieve online recognition by these recognizers without needing specify start end positions. The results conducted user study show proposed method very promising terms detection performance (73% accuracy) stream motion. Additionally, assessment attitude survey denotes gestural interface useful satisfactory. One novel parts it gives users freedom commands according their preferences selected tasks. Thus, presented makes HCI process more intuitive specific.",01-04-2015,Journal of Visual Communication and Image Representation,https://doi.org/10.1016/j.jvcir.2015.01.015,"Nurettin Çağrı Kılıboz, Uğur Güdükbay",86,We propose an approach to recognize trajectorybased dynamic hand gestures in real time for humancomputer interaction HCI also introduce a fast learning mechanism that does not require extensive training data teach the system use sixdegreesoffreedom position tracker collect trajectory and represent as ordered sequence of directional movements 2D In phase sample gesture is filtered processed create recognizers which are basically finitestate machine recognizers achieve online recognition by these recognizers without needing specify start end positions The results conducted user study show proposed method very promising terms detection performance 73 accuracy stream motion Additionally assessment attitude survey denotes gestural interface useful satisfactory One novel parts it gives users freedom commands according their preferences selected tasks Thus presented makes HCI process more intuitive specific,propose approach recognize trajectorybase dynamic hand gesture real time humancomputer interaction hci introduce fast learning mechanism require extensive training datum teach system use sixdegreesoffreedom position tracker collect trajectory represent order sequence directional movement phase sample gesture filter process create recognizer basically finitestate machine recognizer achieve online recognition recognizer need specify start end position result conduct user study propose method promising term detection performance accuracy stream motion additionally assessment attitude survey denote gestural interface useful satisfactory novel part give user freedom command accord preference select task present make hci process intuitive specific
On the Design of and Interaction with Conversational Agents An Organizing and Assessing Review of HumanComputer Interaction Research,"Conversational agents (CAs), described as software with which humans interact through natural language, have increasingly attracted interest in both academia and practice because of improved capabilities driven by advances artificial intelligence and, specifically, language processing. CAs are used contexts such peoples private lives, education, healthcare, well organizations to innovate or automate tasks for example, marketing, sales, customer service. In addition these application contexts, take on different forms terms their embodiment, the communication mode, (often human-like) design. Despite popularity, many unable fulfill expectations, fostering a positive user experience is challenging. To better understand how can be designed intended purpose them, number studies focusing human-computer interaction been carried out recent years, contributed our understanding this technology. However, currently, structured overview research lacking, thus impeding systematic identification gaps knowledge future build. address issue, we conducted an organizing assessing review 262 studies, applying sociotechnical lens analyze CA regarding interaction, context, agent design, perceptions outcomes. This study contributes status quo research, identifies four streams cluster analysis, proposes agenda comprising six avenues sixteen directions move field forward",01-01-2022,Journal of the Association for Information Systems,https://doi.org/10.17705/1jais.00724,"Stephan Diederich, Alfred Brendel, Stefan Morana, Lutz M. Kolbe",126,Conversational agents CAs described as software with which humans interact through natural language have increasingly attracted interest in both academia and practice because of improved capabilities driven by advances artificial intelligence and specifically language processing CAs are used contexts such peoples private lives education healthcare well organizations to innovate or automate tasks for example marketing sales customer service In addition these application contexts take on different forms terms their embodiment the communication mode often humanlike design Despite popularity many unable fulfill expectations fostering a positive user experience is challenging To better understand how can be designed intended purpose them number studies focusing humancomputer interaction been carried out recent years contributed our understanding this technology However currently structured overview research lacking thus impeding systematic identification gaps knowledge future build address issue we conducted an organizing assessing review 262 studies applying sociotechnical lens analyze CA regarding interaction context agent design perceptions outcomes This study contributes status quo research identifies four streams cluster analysis proposes agenda comprising six avenues sixteen directions move field forward,conversational agent cas describe software human interact natural language increasingly attract interest academia practice improve capability drive advance artificial intelligence specifically language processing cas context people private life education healthcare organization innovate automate task example marketing sale customer service addition application context different form term embodiment communication mode humanlike design despite popularity unable fulfill expectation foster positive user experience challenge well understand design intend purpose number study focus humancomputer interaction carry recent year contribute understanding technology currently structure overview research lack impede systematic identification gap knowledge future build address issue conduct organizing assess review study apply sociotechnical lens analyze interaction context agent design perception outcome study contribute status quo research identify stream cluster analysis propose agenda comprise avenue sixteen direction field forward
Needs and challenges in human computer interaction for processing social emotional information,"Demand for and delivery so far of sophisticated computational instruments able to recognize, process store relevant interactional signals, as well interact with people, displaying suitable autonomous reactions appropriately sensitive environmental changes, have produced great expectations in Information Communication Technology (ICT). Knowing what an appropriate continuation interaction is depends on detecting the addresser's register a machine interface unable assess differences will difficulty managing interactions. Progress toward understanding modeling such facets crucial implementing behaving Human Computer Interaction (HCI) systems that simplify user access future, profitable, remote nearby social services. This paper raises new research questions via means socio‐behavioral emotional investigations, suggests gathering experimental data theories across spectrum concepts, order develop psychological approaches believable trustable HCI which exploit synthetic agents, robots, humanlike interfaces.",05-03-2015,Pattern Recognition Letters,https://doi.org/10.1016/j.patrec.2015.02.013,"Anna Esposito, A. Esposito, Carl Vogel",98,Demand for and delivery so far of sophisticated computational instruments able to recognize process store relevant interactional signals as well interact with people displaying suitable autonomous reactions appropriately sensitive environmental changes have produced great expectations in Information Communication Technology ICT Knowing what an appropriate continuation interaction is depends on detecting the addressers register a machine interface unable assess differences will difficulty managing interactions Progress toward understanding modeling such facets crucial implementing behaving Human Computer Interaction HCI systems that simplify user access future profitable remote nearby social services This paper raises new research questions via means sociobehavioral emotional investigations suggests gathering experimental data theories across spectrum concepts order develop psychological approaches believable trustable HCI which exploit synthetic agents robots humanlike interfaces,demand delivery far sophisticated computational instrument able recognize process store relevant interactional signal interact people display suitable autonomous reaction appropriately sensitive environmental change produce great expectation information communication technology ict know appropriate continuation interaction depend detect addresser register machine interface unable assess difference difficulty manage interaction progress understanding model facet crucial implement behave human computer interaction hci system simplify user access future profitable remote nearby social service paper raise new research question mean sociobehavioral emotional investigation suggest gather experimental datum theory spectrum concept order develop psychological approach believable trustable hci exploit synthetic agent robot humanlike interface
