Title,Abstract,Publication Date,Journal,Link,Authors,Citations,Cleaned_Abstract,Abstract_Spacy
Power System Reliability Evaluation With SCADA Cybersecurity Considerations,"As information and communication networks are highly interconnected with the power grid, cyber security of supervisory control data acquisition (SCADA) system has become a critical issue in electric sector. By exploiting vulnerabilities components intruding into local area center, corporation, substations, or by injecting false links, attackers able to eavesdrop data, reconfigure devices, send trip commands intelligent electronic devices that breakers. Reliability can thus be impacted various attacks. In this paper, four attack scenarios for SCADA considered, which may breakers physical components. Two Bayesian graph models built illustrate procedures evaluate probabilities successful A mean time-to-compromise model is modified adopted considering known zero-day on components, frequencies intrusions through paths estimated. With increased breaker trips resulting from attacks, loss load IEEE reliability test 79 The simulation results demonstrate becomes less reliable as frequency attacks increases skill levels increase.",16-02-2015,IEEE Transactions on Smart Grid,https://doi.org/10.1109/tsg.2015.2396994,"Yichi Zhang, Lingfeng Wang, Yingmeng Xiang, Chee‐Wooi Ten",211,As information and communication networks are highly interconnected with the power grid cyber security of supervisory control data acquisition SCADA system has become a critical issue in electric sector By exploiting vulnerabilities components intruding into local area center corporation substations or by injecting false links attackers able to eavesdrop data reconfigure devices send trip commands intelligent electronic devices that breakers Reliability can thus be impacted various attacks In this paper four attack scenarios for SCADA considered which may breakers physical components Two Bayesian graph models built illustrate procedures evaluate probabilities successful A mean timetocompromise model is modified adopted considering known zeroday on components frequencies intrusions through paths estimated With increased breaker trips resulting from attacks loss load IEEE reliability test 79 The simulation results demonstrate becomes less reliable as frequency attacks increases skill levels increase,information communication network highly interconnect power grid cyber security supervisory control datum acquisition scada system critical issue electric sector exploit vulnerability component intrude local area center corporation substation inject false link attacker able eavesdrop data reconfigure device send trip command intelligent electronic device breaker reliability impact attack paper attack scenario scada consider breaker physical component bayesian graph model build illustrate procedure evaluate probability successful mean timetocompromise model modify adopt consider known zeroday component frequency intrusion path estimate increase breaker trip result attack loss load ieee reliability test simulation result demonstrate reliable frequency attack increase skill level increase
Cybersecurity for Industry 40,This book introduces readers to cybersecurity and its impact on the realization of Industry 4.0 vision. It covers technological foundations within scope 4.,01-01-2017,Springer Series in Advanced Manufacturing,https://doi.org/10.1007/978-3-319-50660-9,"Lane Thames, Dirk Schaefer",147,This book introduces readers to cybersecurity and its impact on the realization of Industry 40 vision It covers technological foundations within scope 4,book introduce reader cybersecurity impact realization industry vision cover technological foundation scope
The cybersecurity dilemma hacking trust and fear between nations,"There is hardly a more pressing topic in contemporary security affairs than cyber security—yet none so perplexing. Cyber weapons are recent addition to the arsenal of states, and ‘cyberwar’ general remarkably increasingly worrisome prospect. Since beginning history, states seeking enhance their have faced dilemma: ensure own through actions that threaten perceived others (e.g. military buildup) or do nothing risk being left vulnerable. When cannot be clearly interpreted, ‘security dilemma’ drives fear. there sufficient fear, dilemma war. In The cybersecurity dilemma, Ben Buchanan applies old interpretation response cyberspace, arguing what security, turn, destabilizes system. By invading other states' networks, can prepare groundwork for future aggression without committing it. They scan unknown weakness inside another state's system plant malicious worms later knock-on effects—as happened with Stuxnet, jointly built American–Israeli weapon targeted Iran's nuclear programme 2010 Iranian industrial computer systems. Gaining meaningful access network by far hardest part operation given time effort required compared final, exploitation stage.",01-09-2017,International Affairs,https://doi.org/10.1093/ia/iix152,Julien Nocetti,215,There is hardly a more pressing topic in contemporary security affairs than cyber securityyet none so perplexing Cyber weapons are recent addition to the arsenal of states and cyberwar general remarkably increasingly worrisome prospect Since beginning history states seeking enhance their have faced dilemma ensure own through actions that threaten perceived others eg military buildup or do nothing risk being left vulnerable When cannot be clearly interpreted security dilemma drives fear there sufficient fear dilemma war In The cybersecurity dilemma Ben Buchanan applies old interpretation response cyberspace arguing what security turn destabilizes system By invading other states networks can prepare groundwork for future aggression without committing it They scan unknown weakness inside another states system plant malicious worms later knockon effectsas happened with Stuxnet jointly built AmericanIsraeli weapon targeted Irans nuclear programme 2010 Iranian industrial computer systems Gaining meaningful access network by far hardest part operation given time effort required compared final exploitation stage,hardly pressing topic contemporary security affair cyber securityyet perplex cyber weapon recent addition arsenal state cyberwar general remarkably increasingly worrisome prospect begin history state seek enhance face dilemma ensure action threaten perceive eg military buildup risk leave vulnerable clearly interpret security dilemma drive fear sufficient fear dilemma war cybersecurity dilemma ben buchanan apply old interpretation response cyberspace argue security turn destabilize system invade state network prepare groundwork future aggression commit scan unknown weakness inside state system plant malicious worm later knockon effectsa happen stuxnet jointly build americanisraeli weapon target iran nuclear programme iranian industrial computer system gain meaningful access network far hard operation give time effort require compare final exploitation stage
UCO A Unified Cybersecurity Ontology,"In this paper we describe the Unified Cybersecurity Ontology (UCO) that is intended to support information integration and cyber situational awareness in cybersecurity systems. The ontology incorporates integrates heterogeneous data knowledge schemas from different systems most commonly used standards for sharing exchange. UCO has also been mapped a number of existing ontologies as well concepts Linked Open Data cloud. Similar DBpedia which serves core general cloud, envision serve domain, would evolve grow with passage time additional sets they become available. We present prototype system concrete use cases supported by ontology. To best our knowledge, first world broader diverse security cases. compare resulting previous efforts, discuss its strengths limitations, potential future work directions.",12-02-2016,Failed to retrieve data,https://doi.org/10.13016/m2862bg1v,"Zareen Syed, Ankur Padia, Tim Finin, Maria Mathews, Anupam Joshi",145,In this paper we describe the Unified Cybersecurity Ontology UCO that is intended to support information integration and cyber situational awareness in cybersecurity systems The ontology incorporates integrates heterogeneous data knowledge schemas from different systems most commonly used standards for sharing exchange UCO has also been mapped a number of existing ontologies as well concepts Linked Open Data cloud Similar DBpedia which serves core general cloud envision serve domain would evolve grow with passage time additional sets they become available We present prototype system concrete use cases supported by ontology To best our knowledge first world broader diverse security cases compare resulting previous efforts discuss its strengths limitations potential future work directions,paper describe unified cybersecurity ontology uco intend support information integration cyber situational awareness cybersecurity system ontology incorporate integrate heterogeneous data knowledge schema different system commonly standard share exchange uco map number exist ontology concept link open datum cloud similar dbpedia serve core general cloud envision serve domain evolve grow passage time additional set available present prototype system concrete use case support ontology good knowledge world broad diverse security case compare result previous effort discuss strength limitation potential future work direction
Cybersecurity in Distributed Power Systems,"This paper presents the application of cybersecurity to operation and control distributed electric power systems. In particular, emphasizes role in microgrids analyzes dependencies microgrid on information communication technologies for cybersecurity. The discusses common cyber vulnerabilities systems implications incidents physical processes microgrids. examines impacts potential risks attributed cyberattacks affordable mitigating such risks. addition, a minimax-regret approach minimizing impending managing also opportunities provided by software-defined networking enhance security operations. It is concluded that could play significant operations as strive higher degree resilience they supply services customers.",22-05-2017,Proceedings of the IEEE,https://doi.org/10.1109/jproc.2017.2687865,"Zhiyi Li, Mohammad Shahidehpour, Farrokh Aminifar",166,This paper presents the application of cybersecurity to operation and control distributed electric power systems In particular emphasizes role in microgrids analyzes dependencies microgrid on information communication technologies for cybersecurity The discusses common cyber vulnerabilities systems implications incidents physical processes microgrids examines impacts potential risks attributed cyberattacks affordable mitigating such risks addition a minimaxregret approach minimizing impending managing also opportunities provided by softwaredefined networking enhance security operations It is concluded that could play significant operations as strive higher degree resilience they supply services customers,paper present application cybersecurity operation control distribute electric power system particular emphasize role microgrid analyze dependency microgrid information communication technology cybersecurity discuss common cyber vulnerability system implication incident physical process microgrid examine impact potential risk attribute cyberattack affordable mitigate risk addition minimaxregret approach minimize impend manage opportunity provide softwaredefine networking enhance security operation conclude play significant operation strive high degree resilience supply service customer
Cybersecurity for industrial control systems A survey,"Industrial Control System (ICS) is a general term that includes supervisory control & data acquisition (SCADA) systems, distributed systems (DCS), and other system configurations such as programmable logic controllers (PLC). ICSs are often found in the industrial sectors critical infrastructures, nuclear thermal plants, water treatment facilities, power generation, heavy industries, distribution systems. Though were kept isolated from Internet for so long, significant achievable business benefits driving convergence between well information technology (IT) environments, cloud computing. As result, have been exposed to attack vectors used majority of cyber-attacks. However, ICS devices inherently much less secure against advanced scenarios. A compromise can lead enormous physical damage danger human lives. In this work, we close look at shift stand-alone cloud-based environments. Then discuss major works, industry academia towards development ICSs, especially applicability machine learning techniques cyber-security. The work may help address challenges securing processes, particularly while migrating them",19-11-2019,Computers amp Security,https://doi.org/10.1016/j.cose.2019.101677,"Deval Bhamare, Maede Zolanvari, Aiman Erbad, Raj Jain, Khaled M. Khan, Nader Meskin",202,Industrial Control System ICS is a general term that includes supervisory control  data acquisition SCADA systems distributed systems DCS and other system configurations such as programmable logic controllers PLC ICSs are often found in the industrial sectors critical infrastructures nuclear thermal plants water treatment facilities power generation heavy industries distribution systems Though were kept isolated from Internet for so long significant achievable business benefits driving convergence between well information technology IT environments cloud computing As result have been exposed to attack vectors used majority of cyberattacks However ICS devices inherently much less secure against advanced scenarios A compromise can lead enormous physical damage danger human lives In this work we close look at shift standalone cloudbased environments Then discuss major works industry academia towards development ICSs especially applicability machine learning techniques cybersecurity The work may help address challenges securing processes particularly while migrating them,industrial control system ics general term include supervisory control datum acquisition scada system distribute system dcs system configuration programmable logic controller plc icss find industrial sector critical infrastructure nuclear thermal plant water treatment facility power generation heavy industry distribution system keep isolate internet long significant achievable business benefit drive convergence information technology environment cloud computing result expose attack vector majority cyberattack ics device inherently secure advanced scenario compromise lead enormous physical damage danger human live work close look shift standalone cloudbased environment discuss major work industry academia development icss especially applicability machine learn technique cybersecurity work help address challenge securing process particularly migrate
Recent Advances on Federated Learning for Cybersecurity and Cybersecurity for Federated Learning for Internet of Things,"Decentralized paradigm in the field of cybersecurity and machine learning (ML) for emerging Internet Things (IoT) has gained a lot attention from government, academia, industries recent years. Federated (FC) is regarded as revolutionary concept to make IoT safer more efficient future. This potential detecting security threats, taking countermeasures, limiting spreading threats over network system efficiently. An objective achieved by forming federation learned shared model on top various participants. (FL), which privacy-aware ML model, particularly useful secure vulnerable environment. In this article, we start with background comparison centralized learning, distributed on-site FL, then followed survey application FL IoT. primarily focuses aspect but it also discusses several approaches that address performance issues (e.g., accuracy, latency, resource constraint, others) associated may impact overall To anticipate future evolution new paradigm, discuss main ongoing research efforts, challenges, trends area. With readers can have thorough understanding well different attacks, countermeasures.",01-06-2022,IEEE Internet of Things Journal,https://doi.org/10.1109/jiot.2022.3150363,"Bimal Ghimire, Danda B. Rawat",190,Decentralized paradigm in the field of cybersecurity and machine learning ML for emerging Internet Things IoT has gained a lot attention from government academia industries recent years Federated FC is regarded as revolutionary concept to make IoT safer more efficient future This potential detecting security threats taking countermeasures limiting spreading threats over network system efficiently An objective achieved by forming federation learned shared model on top various participants FL which privacyaware ML model particularly useful secure vulnerable environment In this article we start with background comparison centralized learning distributed onsite FL then followed survey application FL IoT primarily focuses aspect but it also discusses several approaches that address performance issues eg accuracy latency resource constraint others associated may impact overall To anticipate future evolution new paradigm discuss main ongoing research efforts challenges trends area With readers can have thorough understanding well different attacks countermeasures,decentralize paradigm field cybersecurity machine learn ml emerge internet thing iot gain lot attention government academia industry recent year federate fc regard revolutionary concept iot safe efficient future potential detect security threat take countermeasure limit spread threat network system efficiently objective achieve form federation learn share model participant fl privacyaware ml model particularly useful secure vulnerable environment article start background comparison centralize learning distribute onsite fl follow survey application fl iot primarily focus aspect discuss approach address performance issue eg accuracy latency resource constraint associate impact overall anticipate future evolution new paradigm discuss main ongoing research effort challenge trend area reader thorough understanding different attack countermeasure
Cybersecurity in an Era with Quantum Computers Will We Be Ready,"Organizations must understand their specific risks and plan for systems to be resilient quantum attacks. Assessment is based on three quantities: the security shelf life of information assets, migration time designed resist attacks, remaining before computers break security.",01-09-2018,IEEE Security amp Privacy,https://doi.org/10.1109/msp.2018.3761723,Michele Mosca,208,Organizations must understand their specific risks and plan for systems to be resilient quantum attacks Assessment is based on three quantities the security shelf life of information assets migration time designed resist attacks remaining before computers break security,organization understand specific risk plan system resilient quantum attack assessment base quantity security shelf life information asset migration time design resist attack remain computer break security
Cybersecurity for autonomous vehicles Review of attacks and defense,"As technology has evolved, cities have become increasingly smart. Smart mobility is a crucial element in smart cities, and autonomous vehicles are an essential part of mobility. However, vulnerabilities can be damaging to quality life human safety. For this reason, many security researchers studied attacks defenses for vehicles. there not been systematic research on In survey, we analyzed previously conducted attack defense studies described 151 papers from 2008 2019 comprehensive investigation We classified into the three categories control system, driving systems components, vehicle-to-everything communications. Defense against such was architecture, intrusion detection, anomaly detection. Due development big data communication technologies, techniques detecting abnormalities using artificial intelligence machine learning gradually being developed. Lastly, provide implications based our systemic survey that future strongly combined with major component cities.",08-01-2021,Computers amp Security,https://doi.org/10.1016/j.cose.2020.102150,"Kyounggon Kim, Jun Seok Kim, Seong Hoon Jeong, Jo-Hee Park, Huy Kang Kim",233,As technology has evolved cities have become increasingly smart Smart mobility is a crucial element in smart cities and autonomous vehicles are an essential part of mobility However vulnerabilities can be damaging to quality life human safety For this reason many security researchers studied attacks defenses for vehicles there not been systematic research on In survey we analyzed previously conducted attack defense studies described 151 papers from 2008 2019 comprehensive investigation We classified into the three categories control system driving systems components vehicletoeverything communications Defense against such was architecture intrusion detection anomaly detection Due development big data communication technologies techniques detecting abnormalities using artificial intelligence machine learning gradually being developed Lastly provide implications based our systemic survey that future strongly combined with major component cities,technology evolve city increasingly smart smart mobility crucial element smart city autonomous vehicle essential mobility vulnerability damaging quality life human safety reason security researcher study attack defense vehicle systematic research survey analyze previously conduct attack defense study describe paper comprehensive investigation classify category control system drive system component vehicletoeverything communication defense architecture intrusion detection anomaly detection development big data communication technology technique detect abnormality artificial intelligence machine learn gradually develop lastly provide implication base systemic survey future strongly combine major component city
The Impact of China on Cybersecurity Fiction and Friction,"Exaggerated fears about the paralysis of digital infrastructure and loss competitive advantage contribute to a spiral mistrust in U.S.-China relations. In every category putative Chinese cyber threat, there are also considerable vulnerabilities Western advantages. China has inadvertently degraded economic efficiency its networks exposed them foreign infiltration by prioritizing political information control over technical defense. Although actively infiltrates targets, ability absorb stolen data is questionable, especially at most end value chain, where United States dominates. Similarly, China's military capacity cannot live up aggressive doctrinal aspirations, even as efforts guide national technology development create that more experienced U.S. operators can attack. Outmatched West, resorting strategy international institutional reform, but it benefits too much from multistakeholder governance pose credible alternative. A version stability-instability paradox constrains intensity interaction relationship—and relations broadly—even lesser irritants continue proliferate.",01-01-2015,International Security,https://doi.org/10.1162/isec_a_00189,Jon R. Lindsay,149,Exaggerated fears about the paralysis of digital infrastructure and loss competitive advantage contribute to a spiral mistrust in USChina relations In every category putative Chinese cyber threat there are also considerable vulnerabilities Western advantages China has inadvertently degraded economic efficiency its networks exposed them foreign infiltration by prioritizing political information control over technical defense Although actively infiltrates targets ability absorb stolen data is questionable especially at most end value chain where United States dominates Similarly Chinas military capacity cannot live up aggressive doctrinal aspirations even as efforts guide national technology development create that more experienced US operators can attack Outmatched West resorting strategy international institutional reform but it benefits too much from multistakeholder governance pose credible alternative A version stabilityinstability paradox constrains intensity interaction relationshipand relations broadlyeven lesser irritants continue proliferate,exaggerated fear paralysis digital infrastructure loss competitive advantage contribute spiral mistrust uschina relation category putative chinese cyber threat considerable vulnerability western advantage china inadvertently degrade economic efficiency network expose foreign infiltration prioritize political information control technical defense actively infiltrate target ability absorb steal datum questionable especially end value chain united states dominate similarly china military capacity live aggressive doctrinal aspiration effort guide national technology development create experienced operator attack outmatch west resort strategy international institutional reform benefit multistakeholder governance pose credible alternative version stabilityinstability paradox constrain intensity interaction relationshipand relation broadlyeven less irritant continue proliferate
Cybersecurity vulnerabilities in medical devices a complex environment and multifaceted problem,"The increased connectivity to existing computer networks has exposed medical devices cybersecurity vulnerabilities from which they were previously shielded. For the prevention of incidents, it is important recognize complexity operational environment as well catalog technical vulnerabilities. Cybersecurity protection not just a issue; richer and more intricate problem solve. A review factors that contribute such potentially insecure environment, together with identification vulnerabilities, for understanding why these persist what solution space should look like. This multifaceted must be viewed systemic perspective if adequate put in place patient safety concerns addressed. requires controls, governance, resilience measures, consolidated reporting, context expertise, regulation, standards. It evident coordinated, proactive approach address this complex challenge essential. In interim, under threat.",01-07-2015,Medical Devices Evidence and Research,https://doi.org/10.2147/mder.s50048,"Patricia J. Williams, Andrew Woodward",200,The increased connectivity to existing computer networks has exposed medical devices cybersecurity vulnerabilities from which they were previously shielded For the prevention of incidents it is important recognize complexity operational environment as well catalog technical vulnerabilities Cybersecurity protection not just a issue richer and more intricate problem solve A review factors that contribute such potentially insecure environment together with identification vulnerabilities for understanding why these persist what solution space should look like This multifaceted must be viewed systemic perspective if adequate put in place patient safety concerns addressed requires controls governance resilience measures consolidated reporting context expertise regulation standards It evident coordinated proactive approach address this complex challenge essential In interim under threat,increase connectivity exist computer network expose medical device cybersecurity vulnerability previously shield prevention incident important recognize complexity operational environment catalog technical vulnerability cybersecurity protection issue rich intricate problem solve review factor contribute potentially insecure environment identification vulnerability understand persist solution space look like multifaceted view systemic perspective adequate place patient safety concern address require controls governance resilience measure consolidated reporting context expertise regulation standard evident coordinate proactive approach address complex challenge essential interim threat
A review on cybersecurity vulnerabilities for unmanned aerial vehicles,"This paper surveys the scientific and trade literature on cybersecurity for unmanned aerial vehicles (UAV), concentrating actual simulated attacks, implications small UAVs. The review is motivated by increasing use of UAVs inspecting critical infrastructures such as electric utility transmission distribution grid, which could be a target terrorism. presents modified taxonomy to organize cyber attacks exploiting threats Attack Vector Target. It shows that, Vector, there has been one physical attack ten remote attacks. By Target, have six GPS (two jamming, four spoofing), two control communications stream (a deauthentication zero-day vulnerabilities attack), data intercepting feed, zero executing video replay attack). also divides discusses findings large or UAVs, over under 25 kg, but concentrates survey concludes that UAV-related research counter focuses Jamming Spoofing, ignores controls stream. gap in concerning, an operator can see UAV flying off course due no way detecting (substitution feed).",01-10-2017,2017 IEEE International Symposium on Safety Security and Rescue Robotics SSRR,https://doi.org/10.1109/ssrr.2017.8088163,"C. G. Leela Krishna, Robin R. Murphy",186,This paper surveys the scientific and trade literature on cybersecurity for unmanned aerial vehicles UAV concentrating actual simulated attacks implications small UAVs The review is motivated by increasing use of UAVs inspecting critical infrastructures such as electric utility transmission distribution grid which could be a target terrorism presents modified taxonomy to organize cyber attacks exploiting threats Attack Vector Target It shows that Vector there has been one physical attack ten remote attacks By Target have six GPS two jamming four spoofing two control communications stream a deauthentication zeroday vulnerabilities attack data intercepting feed zero executing video replay attack also divides discusses findings large or UAVs over under 25 kg but concentrates survey concludes that UAVrelated research counter focuses Jamming Spoofing ignores controls stream gap in concerning an operator can see UAV flying off course due no way detecting substitution feed,paper survey scientific trade literature cybersecurity unmanned aerial vehicle uav concentrate actual simulate attack implication small uavs review motivate increase use uavs inspect critical infrastructure electric utility transmission distribution grid target terrorism present modify taxonomy organize cyber attack exploit threat attack vector target show vector physical attack remote attack target gps jam spoof control communication stream deauthentication zeroday vulnerabilitie attack datum intercept feed zero execute video replay attack divide discuss finding large uavs kg concentrate survey conclude uavrelated research counter focus jamming spoof ignore control stream gap concern operator uav fly course way detect substitution feed
Cybersecurity for industrial control systems A survey,"Industrial Control System (ICS) is a general term that includes supervisory control & data acquisition (SCADA) systems, distributed systems (DCS), and other system configurations such as programmable logic controllers (PLC). ICSs are often found in the industrial sectors critical infrastructures, nuclear thermal plants, water treatment facilities, power generation, heavy industries, distribution systems. Though were kept isolated from Internet for so long, significant achievable business benefits driving convergence between well information technology (IT) environments, cloud computing. As result, have been exposed to attack vectors used majority of cyber-attacks. However, ICS devices inherently much less secure against advanced scenarios. A compromise can lead enormous physical damage danger human lives. In this work, we close look at shift stand-alone cloud-based environments. Then discuss major works, industry academia towards development ICSs, especially applicability machine learning techniques cyber-security. The work may help address challenges securing processes, particularly while migrating them",01-02-2020,Computers amp Security,https://doi.org/10.1016/j.cose.2019.101677,"Deval Bhamare, Maede Zolanvari, Aiman Erbad, Raj Jain, Khaled M. Khan, Nader Meskin",194,Industrial Control System ICS is a general term that includes supervisory control  data acquisition SCADA systems distributed systems DCS and other system configurations such as programmable logic controllers PLC ICSs are often found in the industrial sectors critical infrastructures nuclear thermal plants water treatment facilities power generation heavy industries distribution systems Though were kept isolated from Internet for so long significant achievable business benefits driving convergence between well information technology IT environments cloud computing As result have been exposed to attack vectors used majority of cyberattacks However ICS devices inherently much less secure against advanced scenarios A compromise can lead enormous physical damage danger human lives In this work we close look at shift standalone cloudbased environments Then discuss major works industry academia towards development ICSs especially applicability machine learning techniques cybersecurity The work may help address challenges securing processes particularly while migrating them,industrial control system ics general term include supervisory control datum acquisition scada system distribute system dcs system configuration programmable logic controller plc icss find industrial sector critical infrastructure nuclear thermal plant water treatment facility power generation heavy industry distribution system keep isolate internet long significant achievable business benefit drive convergence information technology environment cloud computing result expose attack vector majority cyberattack ics device inherently secure advanced scenario compromise lead enormous physical damage danger human live work close look shift standalone cloudbased environment discuss major work industry academia development icss especially applicability machine learn technique cybersecurity work help address challenge securing process particularly migrate
Cybersecurity for distributed energy resources and smart inverters,"The increased penetration of distributed energy resources (DER) will significantly increase the number devices that are owned and controlled by consumers third-parties. These have a significant dependency on digital communication control, which presents growing risk from cyber-attacks. This study proposes holistic attack-resilient framework to protect integrated DER critical power grid infrastructure malicious cyber-attacks, helping ensure secure integration without harming reliability stability. Specifically, authors discuss architecture cyber-physical system with high analyse unique cybersecurity challenges introduced integration. Next, they summarise important attack scenarios against DER, propose systematic resilience analysis methodology, develop effective quantifiable metrics design principles. Finally, introduce prevention, detection, response measures specifically designed for across cyber, physical device, utility layers future smart grid.",16-11-2016,IET CyberPhysical Systems Theory amp Applications,https://doi.org/10.1049/iet-cps.2016.0018,"Junjian Qi, Adam Hahn, Xiaonan Lu, Jianhui Wang, Chen‐Ching Liu",169,The increased penetration of distributed energy resources DER will significantly increase the number devices that are owned and controlled by consumers thirdparties These have a significant dependency on digital communication control which presents growing risk from cyberattacks This study proposes holistic attackresilient framework to protect integrated DER critical power grid infrastructure malicious cyberattacks helping ensure secure integration without harming reliability stability Specifically authors discuss architecture cyberphysical system with high analyse unique cybersecurity challenges introduced integration Next they summarise important attack scenarios against DER propose systematic resilience analysis methodology develop effective quantifiable metrics design principles Finally introduce prevention detection response measures specifically designed for across cyber physical device utility layers future smart grid,increase penetration distribute energy resource der significantly increase number device own control consumer thirdpartie significant dependency digital communication control present grow risk cyberattack study propose holistic attackresilient framework protect integrated der critical power grid infrastructure malicious cyberattack helping ensure secure integration harm reliability stability specifically author discuss architecture cyberphysical system high analyse unique cybersecurity challenge introduce integration summarise important attack scenario der propose systematic resilience analysis methodology develop effective quantifiable metric design principle finally introduce prevention detection response measure specifically design cyber physical device utility layer future smart grid
Cybersecurity in Hospitals A Systematic Organizational Perspective,"Background: Cybersecurity incidents are a growing threat to the health care industry in general and hospitals particular. The has lagged behind other industries protecting its main stakeholder (ie, patients), now must invest considerable capital effort their systems. However, this is easier said than done because extraordinarily technology-saturated, complex organizations with high end point complexity, internal politics, regulatory pressures. Objective: purpose of study was develop systematic organizational perspective for studying (1) dynamics cybersecurity capability development at (2) how these interact form system hospital United States. Methods: We conducted interviews chief information officers, security experts; analyzed interview data; developed model that unravels mechanisms by which build capabilities. then use simulation analysis examine changes variables within affect likelihood cyberattacks across both individual hospitals. Results: discuss several key reduce cybercriminal activity. variable most influences risk cyberattack followed alignment. Although resource availability important fueling efforts close gaps, low levels resources could be compensated setting target level cybersecurity. Conclusions: To enhance capabilities hospitals, focus officers should on reducing complexity improving These strategies can solve problems more effectively blindly pursuing resources. On macro level, cyber vulnerability country’s infrastructure affected vulnerabilities all In large system, variation makes whole less vulnerable—a few threaten entire care. words, need move forward together make attractive cybercriminals. Moreover, although compliance essential, it does not equal security. Hospitals set beyond requirements current regulations policies. As today, policies mostly address data privacy, Thus, policy makers introduce only raise but also variability system.",19-04-2018,Journal of Medical Internet Research,https://doi.org/10.2196/10059,"Mohammad S. Jalali, Jessica Kaiser",174,Background Cybersecurity incidents are a growing threat to the health care industry in general and hospitals particular The has lagged behind other industries protecting its main stakeholder ie patients now must invest considerable capital effort their systems However this is easier said than done because extraordinarily technologysaturated complex organizations with high end point complexity internal politics regulatory pressures Objective purpose of study was develop systematic organizational perspective for studying 1 dynamics cybersecurity capability development at 2 how these interact form system hospital United States Methods We conducted interviews chief information officers security experts analyzed interview data developed model that unravels mechanisms by which build capabilities then use simulation analysis examine changes variables within affect likelihood cyberattacks across both individual hospitals Results discuss several key reduce cybercriminal activity variable most influences risk cyberattack followed alignment Although resource availability important fueling efforts close gaps low levels resources could be compensated setting target level cybersecurity Conclusions To enhance capabilities hospitals focus officers should on reducing complexity improving These strategies can solve problems more effectively blindly pursuing resources On macro level cyber vulnerability countrys infrastructure affected vulnerabilities all In large system variation makes whole less vulnerablea few threaten entire care words need move forward together make attractive cybercriminals Moreover although compliance essential it does not equal security Hospitals set beyond requirements current regulations policies As today policies mostly address data privacy Thus policy makers introduce only raise but also variability system,background cybersecurity incident grow threat health care industry general hospital particular lag industry protect main stakeholder ie patient invest considerable capital effort system easy say extraordinarily technologysaturate complex organization high end point complexity internal politic regulatory pressure objective purpose study develop systematic organizational perspective study dynamic cybersecurity capability development interact form system hospital united states method conduct interview chief information officer security expert analyze interview datum develop model unravels mechanism build capability use simulation analysis examine change variable affect likelihood cyberattack individual hospital result discuss key reduce cybercriminal activity variable influence risk cyberattack follow alignment resource availability important fuel effort close gap low level resource compensate set target level cybersecurity conclusion enhance capability hospital focus officer reduce complexity improve strategy solve problem effectively blindly pursue resource macro level cyber vulnerability countrys infrastructure affect vulnerability large system variation make vulnerablea threaten entire care word need forward attractive cybercriminal compliance essential equal security hospital set requirement current regulation policy today policy address datum privacy policy maker introduce raise variability system
Cybersecurity and Privacy Solutions in Smart Cities,"The increasing proliferation and deployment of ICT in the infrastructure cities has increased interest smart cities. long-term objective a city is to enhance quality services provided citizens ultimately improve their life. However, incorporating opens up various security privacy issues cities, along with people living them. We briefly present fundamental design concepts review recent initiatives projects. After identifying several vulnerabilities within context that must be addressed, we then discuss solutions, recommendations, standards for services.",01-03-2017,IEEE Communications Magazine,https://doi.org/10.1109/mcom.2017.1600297cm,"Rida Khatoun, Sherali Zeadally",157,The increasing proliferation and deployment of ICT in the infrastructure cities has increased interest smart cities longterm objective a city is to enhance quality services provided citizens ultimately improve their life However incorporating opens up various security privacy issues cities along with people living them We briefly present fundamental design concepts review recent initiatives projects After identifying several vulnerabilities within context that must be addressed we then discuss solutions recommendations standards for services,increase proliferation deployment ict infrastructure city increase interest smart city longterm objective city enhance quality service provide citizen ultimately improve life incorporate open security privacy issue city people live briefly present fundamental design concept review recent initiative project identify vulnerability context address discuss solution recommendation standard service
A Practical Approach to Constructing a Knowledge Graph for Cybersecurity,"Cyberattack forms are complex and varied, the detection prediction of dynamic types attack always challenging tasks. Research on knowledge graphs is becoming increasingly mature in many fields. At present, it very significant that certain scholars have combined concept graph with cybersecurity order to construct a base. This paper presents base deduction rules based quintuple model. Using machine learning, we extract entities build ontology obtain New then deduced by calculating formulas using path-ranking algorithm. The Stanford named entity recognizer (NER) also used train an extractor useful information. Experimental results show NER provides features useGazettes parameter may be domain preparation for future work.",01-02-2018,Engineering,https://doi.org/10.1016/j.eng.2018.01.004,"Yan Jia, Yulu Qi, Huaijun Shang, Rong Jiang, Aiping Li",179,Cyberattack forms are complex and varied the detection prediction of dynamic types attack always challenging tasks Research on knowledge graphs is becoming increasingly mature in many fields At present it very significant that certain scholars have combined concept graph with cybersecurity order to construct a base This paper presents base deduction rules based quintuple model Using machine learning we extract entities build ontology obtain New then deduced by calculating formulas using pathranking algorithm The Stanford named entity recognizer NER also used train an extractor useful information Experimental results show NER provides features useGazettes parameter may be domain preparation for future work,cyberattack form complex vary detection prediction dynamic type attack challenge task research knowledge graph increasingly mature field present significant certain scholar combine concept graph cybersecurity order construct base paper present base deduction rule base quintuple model machine learning extract entity build ontology obtain new deduce calculate formula pathranke algorithm stanford name entity recognizer ner train extractor useful information experimental result ner provide feature usegazette parameter domain preparation future work
