Title,Abstract,Publication Date,Link,Authors,Citations,Cleaned_Abstract,Abstract_NLTK,Abstract_Spacy
Introduction to artificial intelligence,"This paper presents an introductory view of Artificial Intelligence (AI). In addition to defining AI, it discusses the foundations on which rests, research in field, and current potential applications.",1986-01-06,https://doi.org/10.2514/6.1986-163,"Peter Cheeseman, William B. Gevarter",801,This paper presents an introductory view of Artificial Intelligence AI In addition to defining AI it discusses the foundations on which rests research in field and current potential applications,paper present introductori view artifici intellig ai addit defin ai discuss foundat rest research field current potenti applic,paper present introductory view artificial intelligence ai addition define ai discuss foundation rest research field current potential application
XAI—Explainable artificial intelligence,"Explainability is essential for users to effectively understand, trust, and manage powerful artificial intelligence applications.",2019-12-18,https://doi.org/10.1126/scirobotics.aay7120,"Dave Gunning, Mark Stefik, Jaesik Choi, Tim Miller, Simone Stumpf, Guang‐Zhong Yang",1133,Explainability is essential for users to effectively understand trust and manage powerful artificial intelligence applications,explain essenti user effect understand trust manag power artifici intellig applic,explainability essential user effectively understand trust manage powerful artificial intelligence application
The practical implementation of artificial intelligence technologies in medicine,"The development of artificial intelligence (AI)-based technologies in medicine is advancing rapidly, but real-world clinical implementation has not yet become a reality. Here we review some the key practical issues surrounding AI into existing workflows, including data sharing and privacy, transparency algorithms, standardization, interoperability across multiple platforms, concern for patient safety. We summarize current regulatory environment United States highlight comparisons with other regions world, notably Europe China.",2019-01-01,https://doi.org/10.1038/s41591-018-0307-0,"Jianxing He, Sally L. Baxter, Jie Xu, Jiming Xu, Xingtao Zhou, Kang Zhang",1398,The development of artificial intelligence AIbased technologies in medicine is advancing rapidly but realworld clinical implementation has not yet become a reality Here we review some the key practical issues surrounding AI into existing workflows including data sharing and privacy transparency algorithms standardization interoperability across multiple platforms concern for patient safety We summarize current regulatory environment United States highlight comparisons with other regions world notably Europe China,develop artifici intellig aibas technolog medicin advanc rapidli realworld clinic implement yet becom realiti review key practic issu surround ai exist workflow includ data share privaci transpar algorithm standard interoper across multipl platform concern patient safeti summar current regulatori environ unit state highlight comparison region world notabl europ china,development artificial intelligence aibase technology medicine advance rapidly realworld clinical implementation reality review key practical issue surround ai exist workflow include datum sharing privacy transparency algorithm standardization interoperability multiple platform concern patient safety summarize current regulatory environment united states highlight comparison region world notably europe china
Argumentation in artificial intelligence,"Over the last ten years, argumentation has come to be increasingly central as a core study within Artificial Intelligence (AI). The articles forming this volume reflect variety of important trends, developments, and applications covering range current topics relating theory argumentation. Our aims in introduction are, firstly, place these contributions context historical foundations AI and, subsequently, discuss number themes that have emerged recent years resulting significant broadening areas which based methods are used. We begin by presenting brief overview issues interest classical argumentation: particular, its relationship—in terms both similarities differences—to traditional concepts logical reasoning mathematical proof. continue outlining how foundational provided basis for formulation models their promotion related settings then consider new many provide principal research presented volume.",2007-07-01,https://doi.org/10.1016/j.artint.2007.05.001,"Trevor Bench‐Capon, Paul E. Dunne",783,Over the last ten years argumentation has come to be increasingly central as a core study within Artificial Intelligence AI The articles forming this volume reflect variety of important trends developments and applications covering range current topics relating theory argumentation Our aims in introduction are firstly place these contributions context historical foundations AI and subsequently discuss number themes that have emerged recent years resulting significant broadening areas which based methods are used We begin by presenting brief overview issues interest classical argumentation particular its relationshipin terms both similarities differencesto traditional concepts logical reasoning mathematical proof continue outlining how foundational provided basis for formulation models their promotion related settings then consider new many provide principal research presented volume,last ten year argument come increasingli central core studi within artifici intellig ai articl form volum reflect varieti import trend develop applic cover rang current topic relat theori argument aim introduct firstli place contribut context histor foundat ai subsequ discuss number theme emerg recent year result signific broaden area base method use begin present brief overview issu interest classic argument particular relationshipin term similar differencesto tradit concept logic reason mathemat proof continu outlin foundat provid basi formul model promot relat set consid new mani provid princip research present volum,year argumentation come increasingly central core study artificial intelligence ai article form volume reflect variety important trend development application cover range current topic relate theory argumentation aim introduction firstly place contribution context historical foundation ai subsequently discuss number theme emerge recent year result significant broadening area base method begin present brief overview issue interest classical argumentation particular relationshipin term similarity differencesto traditional concept logical reasoning mathematical proof continue outline foundational provide basis formulation model promotion related setting consider new provide principal research present volume
Artificial intelligence in medicine,"Artificial intelligence is a branch of computer science capable analysing complex medical data. Their potential to exploit meaningful relationship with in data set can be used the diagnosis, treatment and predicting outcome many clinical scenarios.Medline internet searches were carried out using keywords 'artificial intelligence' 'neural networks (computer)'. Further references obtained by cross-referencing from key articles. An overview different artificial intelligent techniques presented this paper along review important applications.The proficiency has been explored almost every field medicine. neural network was most commonly analytical tool whilst other such as fuzzy expert systems, evolutionary computation hybrid systems have all settings.Artificial applied There need for further trials which are appropriately designed before these emergent find application real setting.",2004-09-01,https://doi.org/10.1308/147870804290,"Amulya Ramesh, C. Kambhampati, Jo Monson, Philip Drew",708,Artificial intelligence is a branch of computer science capable analysing complex medical data Their potential to exploit meaningful relationship with in data set can be used the diagnosis treatment and predicting outcome many clinical scenariosMedline internet searches were carried out using keywords artificial intelligence neural networks computer Further references obtained by crossreferencing from key articles An overview different artificial intelligent techniques presented this paper along review important applicationsThe proficiency has been explored almost every field medicine neural network was most commonly analytical tool whilst other such as fuzzy expert systems evolutionary computation hybrid systems have all settingsArtificial applied There need for further trials which are appropriately designed before these emergent find application real setting,artifici intellig branch comput scienc capabl analys complex medic data potenti exploit meaning relationship data set use diagnosi treatment predict outcom mani clinic scenariosmedlin internet search carri use keyword artifici intellig neural network comput refer obtain crossreferenc key articl overview differ artifici intellig techniqu present paper along review import applicationsth profici explor almost everi field medicin neural network commonli analyt tool whilst fuzzi expert system evolutionari comput hybrid system settingsartifici appli need trial appropri design emerg find applic real set,artificial intelligence branch computer science capable analyse complex medical datum potential exploit meaningful relationship datum set diagnosis treatment predict outcome clinical scenariosmedline internet search carry keyword artificial intelligence neural network computer reference obtain crossreference key article overview different artificial intelligent technique present paper review important applicationsthe proficiency explore field medicine neural network commonly analytical tool whilst fuzzy expert system evolutionary computation hybrid system settingsartificial apply need trial appropriately design emergent find application real setting
Brain Intelligence: Go beyond Artificial Intelligence,"Artificial intelligence (AI) is an important technology that supports daily social life and economic activities. It contributes greatly to the sustainable growth of Japan’s economy solves various problems. In recent years, AI has attracted attention as a key for in developed countries such Europe United States developing China India. The been focused mainly on new artificial information communication (ICT) robot (RT). Although recently certainly excels extracting certain patterns, there are many limitations. Most ICT models overly dependent big data, lack self-idea function, complicated. this paper, rather than merely next-generation technology, we aim develop concept general-purpose cognition called “Beyond AI”. Specifically, plan intelligent learning model “Brain Intelligence (BI)” generates ideas about events without having experienced them by using with imagine function. We will also conduct demonstrations BI automatic driving, precision medical care, industrial robots.",2017-09-21,https://doi.org/10.1007/s11036-017-0932-8,"Huimin Lu, Yujie Li, Min Chen, Hyoung Seop Kim, Seiichi Serikawa",982,Artificial intelligence AI is an important technology that supports daily social life and economic activities It contributes greatly to the sustainable growth of Japans economy solves various problems In recent years AI has attracted attention as a key for in developed countries such Europe United States developing China India The been focused mainly on new artificial information communication ICT robot RT Although recently certainly excels extracting certain patterns there are many limitations Most ICT models overly dependent big data lack selfidea function complicated this paper rather than merely nextgeneration technology we aim develop concept generalpurpose cognition called Beyond AI Specifically plan intelligent learning model Brain Intelligence BI generates ideas about events without having experienced them by using with imagine function We will also conduct demonstrations BI automatic driving precision medical care industrial robots,artifici intellig ai import technolog support daili social life econom activ contribut greatli sustain growth japan economi solv variou problem recent year ai attract attent key develop countri europ unit state develop china india focus mainli new artifici inform commun ict robot rt although recent certainli excel extract certain pattern mani limit ict model overli depend big data lack selfidea function complic paper rather mere nextgener technolog aim develop concept generalpurpos cognit call beyond ai specif plan intellig learn model brain intellig bi gener idea event without experienc use imagin function also conduct demonstr bi automat drive precis medic care industri robot,artificial intelligence ai important technology support daily social life economic activity contribute greatly sustainable growth japans economy solve problem recent year ai attract attention key develop country europe united states develop china india focus mainly new artificial information communication ict robot rt recently certainly excel extract certain pattern limitation ict model overly dependent big datum lack selfidea function complicate paper merely nextgeneration technology aim develop concept generalpurpose cognition call ai specifically plan intelligent learning model brain intelligence bi generate idea event having experience imagine function conduct demonstration bi automatic driving precision medical care industrial robot
Edge Intelligence: Paving the Last Mile of Artificial Intelligence With Edge Computing,"With the breakthroughs in deep learning, recent years have witnessed a booming of artificial intelligence (AI) applications and services, spanning from personal assistant to recommendation systems video/audio surveillance. More recently, with proliferation mobile computing Internet Things (IoT), billions IoT devices are connected Internet, generating zillions bytes data at network edge. Driving by this trend, there is an urgent need push AI frontiers edge so as fully unleash potential big data. To meet demand, computing, emerging paradigm that pushes tasks services core edge, has been widely recognized promising solution. The resulted new interdiscipline, or (EI), beginning receive tremendous amount interest. However, research on EI still its infancy stage, dedicated venue for exchanging advances highly desired both computer system communities. end, we conduct comprehensive survey efforts EI. Specifically, first review background motivation running We then provide overview overarching architectures, frameworks, key technologies learning model toward training/inference Finally, discuss future opportunities believe will elicit escalating attentions, stimulate fruitful discussions, inspire further ideas",2019-08-01,https://doi.org/10.1109/jproc.2019.2918951,"Zhi Zhou, Xu Chen, En Li, Liekang Zeng, Ke Luo, Junshan Zhang",1441,With the breakthroughs in deep learning recent years have witnessed a booming of artificial intelligence AI applications and services spanning from personal assistant to recommendation systems videoaudio surveillance More recently with proliferation mobile computing Internet Things IoT billions IoT devices are connected Internet generating zillions bytes data at network edge Driving by this trend there is an urgent need push AI frontiers edge so as fully unleash potential big data To meet demand computing emerging paradigm that pushes tasks services core edge has been widely recognized promising solution The resulted new interdiscipline or EI beginning receive tremendous amount interest However research on EI still its infancy stage dedicated venue for exchanging advances highly desired both computer system communities end we conduct comprehensive survey efforts EI Specifically first review background motivation running We then provide overview overarching architectures frameworks key technologies learning model toward traininginference Finally discuss future opportunities believe will elicit escalating attentions stimulate fruitful discussions inspire further ideas,breakthrough deep learn recent year wit boom artifici intellig ai applic servic span person assist recommend system videoaudio surveil recent prolifer mobil comput internet thing iot billion iot devic connect internet gener zillion byte data network edg drive trend urgent need push ai frontier edg fulli unleash potenti big data meet demand comput emerg paradigm push task servic core edg wide recogn promis solut result new interdisciplin ei begin receiv tremend amount interest howev research ei still infanc stage dedic venu exchang advanc highli desir comput system commun end conduct comprehens survey effort ei specif first review background motiv run provid overview overarch architectur framework key technolog learn model toward traininginfer final discuss futur opportun believ elicit escal attent stimul fruit discuss inspir idea,breakthrough deep learning recent year witness booming artificial intelligence ai application service span personal assistant recommendation system videoaudio surveillance recently proliferation mobile computing internet thing iot billion iot device connect internet generating zillion bytes datum network edge drive trend urgent need push ai frontier edge fully unleash potential big datum meet demand compute emerge paradigm push task service core edge widely recognize promising solution result new interdiscipline ei begin receive tremendous interest research ei infancy stage dedicated venue exchange advance highly desire computer system community end conduct comprehensive survey effort ei specifically review background motivation run provide overview overarch architecture framework key technology learn model traininginference finally discuss future opportunity believe elicit escalate attention stimulate fruitful discussion inspire idea
Artificial Intelligence in Education: A Review,"The purpose of this study was to assess the impact Artificial Intelligence (AI) on education.Premised a narrative and framework for assessing AI identified from preliminary analysis, scope limited application effects in administration, instruction, learning.A qualitative research approach, leveraging use literature review as design approach used effectively facilitated realization purpose.Artificial intelligence is field resulting innovations developments that have culminated computers, machines, other artifacts having human-like characterized by cognitive abilities, learning, adaptability, decision-making capabilities.The ascertained has extensively been adopted education, particularly education institutions, different forms.AI initially took form computer related technologies, transitioning web-based online intelligent systems, ultimately with embedded together humanoid robots chatbots perform instructors' duties functions independently or instructors.Using these platforms, instructors able administrative functions, such reviewing grading students' assignments more efficiently, achieve higher quality their teaching activities.On hand, because systems leverage machine learning curriculum content customized personalized line needs, which fostered uptake retention, thereby improving learners experience overall learning.",2020-01-01,https://doi.org/10.1109/access.2020.2988510,"Lijia Chen, Pingping Chen, Zhijian Lin",1068,The purpose of this study was to assess the impact Artificial Intelligence AI on educationPremised a narrative and framework for assessing AI identified from preliminary analysis scope limited application effects in administration instruction learningA qualitative research approach leveraging use literature review as design approach used effectively facilitated realization purposeArtificial intelligence is field resulting innovations developments that have culminated computers machines other artifacts having humanlike characterized by cognitive abilities learning adaptability decisionmaking capabilitiesThe ascertained has extensively been adopted education particularly education institutions different formsAI initially took form computer related technologies transitioning webbased online intelligent systems ultimately with embedded together humanoid robots chatbots perform instructors duties functions independently or instructorsUsing these platforms instructors able administrative functions such reviewing grading students assignments more efficiently achieve higher quality their teaching activitiesOn hand because systems leverage machine learning curriculum content customized personalized line needs which fostered uptake retention thereby improving learners experience overall learning,purpos studi assess impact artifici intellig ai educationpremis narr framework assess ai identifi preliminari analysi scope limit applic effect administr instruct learninga qualit research approach leverag use literatur review design approach use effect facilit realiz purposeartifici intellig field result innov develop culmin comput machin artifact humanlik character cognit abil learn adapt decisionmak capabilitiesth ascertain extens adopt educ particularli educ institut differ formsai initi took form comput relat technolog transit webbas onlin intellig system ultim embed togeth humanoid robot chatbot perform instructor duti function independ instructorsus platform instructor abl administr function review grade student assign effici achiev higher qualiti teach activitieson hand system leverag machin learn curriculum content custom person line need foster uptak retent therebi improv learner experi overal learn,purpose study assess impact artificial intelligence ai educationpremise narrative framework assess ai identify preliminary analysis scope limited application effect administration instruction learninga qualitative research approach leverage use literature review design approach effectively facilitated realization purposeartificial intelligence field result innovation development culminate computer machine artifact have humanlike characterize cognitive ability learn adaptability decisionmake capabilitiesthe ascertained extensively adopt education particularly education institution different formsai initially take form computer relate technology transitioning webbase online intelligent system ultimately embed humanoid robot chatbot perform instructor duty function independently instructorsuse platform instructor able administrative function review grade student assignment efficiently achieve high quality teaching activitieson hand system leverage machine learn curriculum content customize personalize line need foster uptake retention improve learner experience overall learn
The role of artificial intelligence in achieving the Sustainable Development Goals,"The emergence of artificial intelligence (AI) and its progressively wider impact on many sectors across the society requires an assessment effect sustainable development. Here we analyze published evidence positive or negative impacts AI achievement each 17 goals 169 targets 2030 Agenda for Sustainable Development. We find that can support 128 all SDGs, but it may also inhibit 58 targets. Notably, enables new technologies improve efficiency productivity, lead to increased inequalities among within countries, thus hindering Agenda. fast development needs be supported by appropriate policy regulation. Otherwise, would gaps in transparency, accountability, safety ethical standards AI-based technology, which could detrimental towards use AI. Finally, there is a lack research assessing medium- long-term It therefore essential reinforce global debate regarding develop necessary regulatory insight oversight technologies.",2020-01-13,https://doi.org/10.1038/s41467-019-14108-y,"Ricardo Vinuesa, Hossein Azizpour, Iolanda Leite, Madeline Balaam, Virginia Dignum, Sami Domisch, Anna Felländer, Simone D. Langhans, Max Tegmark, Francesco Fuso Nerini",1455,The emergence of artificial intelligence AI and its progressively wider impact on many sectors across the society requires an assessment effect sustainable development Here we analyze published evidence positive or negative impacts AI achievement each 17 goals 169 targets 2030 Agenda for Sustainable Development We find that can support 128 all SDGs but it may also inhibit 58 targets Notably enables new technologies improve efficiency productivity lead to increased inequalities among within countries thus hindering Agenda fast development needs be supported by appropriate policy regulation Otherwise would gaps in transparency accountability safety ethical standards AIbased technology which could detrimental towards use AI Finally there is a lack research assessing medium longterm It therefore essential reinforce global debate regarding develop necessary regulatory insight oversight technologies,emerg artifici intellig ai progress wider impact mani sector across societi requir assess effect sustain develop analyz publish evid posit neg impact ai achiev 17 goal 169 target 2030 agenda sustain develop find support 128 sdg may also inhibit 58 target notabl enabl new technolog improv effici product lead increas inequ among within countri thu hinder agenda fast develop need support appropri polici regul otherwis would gap transpar account safeti ethic standard aibas technolog could detriment toward use ai final lack research assess medium longterm therefor essenti reinforc global debat regard develop necessari regulatori insight oversight technolog,emergence artificial intelligence ai progressively wide impact sector society require assessment effect sustainable development analyze publish evidence positive negative impact ai achievement goal target agenda sustainable development find support sdgs inhibit target notably enable new technology improve efficiency productivity lead increase inequality country hinder agenda fast development need support appropriate policy regulation gap transparency accountability safety ethical standard aibase technology detrimental use ai finally lack research assess medium longterm essential reinforce global debate develop necessary regulatory insight oversight technology
Bayesian Artificial Intelligence,"Updated and expanded, Bayesian Artificial Intelligence, Second Edition provides a practical accessible introduction to the main concepts, foundation, applications of networks. It focuses on both causal discovery networks inference procedures. Adopting interpretation networks, authors discuss use for modeling. They also draw their own applied research illustrate various technology. New chapter network classifiers section object-oriented that addresses foundational problems with Markov blanket covers methods evaluating programs Discussions many common modeling errors case studies More coverage uses interventions understand reason Illustrated real studies, second edition this bestseller continues cover groundwork presents elements technology, automated discovery, learning probabilities from data shows how employ these technologies develop probabilistic expert systems. Web ResourceThe books website at www.csse.monash.edu.au/bai/book/book.html offers variety supplemental materials, including example sets. Instructors can email sample solutions in text.",2010-12-16,https://doi.org/10.1201/b10391,"Kevin B. Korb, Ann E. Nicholson",685,Updated and expanded Bayesian Artificial Intelligence Second Edition provides a practical accessible introduction to the main concepts foundation applications of networks It focuses on both causal discovery networks inference procedures Adopting interpretation networks authors discuss use for modeling They also draw their own applied research illustrate various technology New chapter network classifiers section objectoriented that addresses foundational problems with Markov blanket covers methods evaluating programs Discussions many common modeling errors case studies More coverage uses interventions understand reason Illustrated real studies second edition this bestseller continues cover groundwork presents elements technology automated discovery learning probabilities from data shows how employ these technologies develop probabilistic expert systems Web ResourceThe books website at wwwcssemonasheduaubaibookbookhtml offers variety supplemental materials including example sets Instructors can email sample solutions in text,updat expand bayesian artifici intellig second edit provid practic access introduct main concept foundat applic network focus causal discoveri network infer procedur adopt interpret network author discuss use model also draw appli research illustr variou technolog new chapter network classifi section objectori address foundat problem markov blanket cover method evalu program discuss mani common model error case studi coverag use intervent understand reason illustr real studi second edit bestsel continu cover groundwork present element technolog autom discoveri learn probabl data show employ technolog develop probabilist expert system web resourceth book websit wwwcssemonasheduaubaibookbookhtml offer varieti supplement materi includ exampl set instructor email sampl solut text,update expand bayesian artificial intelligence second edition provide practical accessible introduction main concept foundation application network focus causal discovery network inference procedure adopt interpretation network author discuss use modeling draw apply research illustrate technology new chapter network classifier section objectoriente address foundational problem markov blanket cover method evaluate program discussion common modeling error case study coverage use intervention understand reason illustrate real study second edition bestseller continue cover groundwork present elements technology automate discovery learn probability datum show employ technology develop probabilistic expert system web resourcethe book website wwwcssemonasheduaubaibookbookhtml offer variety supplemental material include example set instructor email sample solution text
Artificial Intelligence in Cardiology,"Artificial intelligence and machine learning are poised to influence nearly every aspect of the human condition, cardiology is not an exception this trend. This paper provides a guide for clinicians on relevant aspects artificial learning, reviews selected applications these methods in date, identifies how cardiovascular medicine could incorporate future. In particular, first predictive modeling concepts such as feature selection frequent pitfalls improper dichotomization. Second, it discusses common algorithms used supervised related disciplines. Third, describes advent deep collectively called unsupervised contextual examples both general medicine, then explains be applied enable precision improve patient outcomes.",2018-06-01,https://doi.org/10.1016/j.jacc.2018.03.521,"Kipp W. Johnson, Jessica Torres Soto, Benjamin S. Glicksberg, Khader Shameer, Riccardo Miotto, Mohsin Ali, Euan A. Ashley, Joel T. Dudley",805,Artificial intelligence and machine learning are poised to influence nearly every aspect of the human condition cardiology is not an exception this trend This paper provides a guide for clinicians on relevant aspects artificial learning reviews selected applications these methods in date identifies how cardiovascular medicine could incorporate future In particular first predictive modeling concepts such as feature selection frequent pitfalls improper dichotomization Second it discusses common algorithms used supervised related disciplines Third describes advent deep collectively called unsupervised contextual examples both general medicine then explains be applied enable precision improve patient outcomes,artifici intellig machin learn pois influenc nearli everi aspect human condit cardiolog except trend paper provid guid clinician relev aspect artifici learn review select applic method date identifi cardiovascular medicin could incorpor futur particular first predict model concept featur select frequent pitfal improp dichotom second discuss common algorithm use supervis relat disciplin third describ advent deep collect call unsupervis contextu exampl gener medicin explain appli enabl precis improv patient outcom,artificial intelligence machine learning poise influence nearly aspect human condition cardiology exception trend paper provide guide clinician relevant aspect artificial learning review select application method date identify cardiovascular medicine incorporate future particular predictive modeling concept feature selection frequent pitfall improper dichotomization second discuss common algorithm supervise related discipline describe advent deep collectively call unsupervised contextual example general medicine explain apply enable precision improve patient outcome
Key challenges for delivering clinical impact with artificial intelligence,"Abstract Background Artificial intelligence (AI) research in healthcare is accelerating rapidly, with potential applications being demonstrated across various domains of medicine. However, there are currently limited examples such techniques successfully deployed into clinical practice. This article explores the main challenges and limitations AI healthcare, considers steps required to translate these potentially transformative technologies from Main body Key for translation systems include those intrinsic science machine learning, logistical difficulties implementation, consideration barriers adoption as well necessary sociocultural or pathway changes. Robust peer-reviewed evaluation part randomised controlled trials should be viewed gold standard evidence generation, but conducting practice may not always appropriate feasible. Performance metrics aim capture real applicability understandable intended users. Regulation that balances pace innovation harm, alongside thoughtful post-market surveillance, ensure patients exposed dangerous interventions nor deprived access beneficial innovations. Mechanisms enable direct comparisons must developed, including use independent, local representative test sets. Developers algorithms vigilant dangers, dataset shift, accidental fitting confounders, unintended discriminatory bias, generalisation new populations, negative consequences on health outcomes. Conclusion The safe timely clinically validated appropriately regulated can benefit everyone challenging. evaluation, using intuitive clinicians ideally go beyond measures technical accuracy quality care patient outcomes, essential. Further work (1) identify themes algorithmic bias unfairness while developing mitigations address these, (2) reduce brittleness improve generalisability, (3) develop methods improved interpretability learning predictions. If goals achieved, benefits likely transformational.",2019-10-29,https://doi.org/10.1186/s12916-019-1426-2,"Christopher Kelly, Alan Karthikesalingam, Mustafa Suleyman, Greg S. Corrado, Dominic King",1272,Abstract Background Artificial intelligence AI research in healthcare is accelerating rapidly with potential applications being demonstrated across various domains of medicine However there are currently limited examples such techniques successfully deployed into clinical practice This article explores the main challenges and limitations AI healthcare considers steps required to translate these potentially transformative technologies from Main body Key for translation systems include those intrinsic science machine learning logistical difficulties implementation consideration barriers adoption as well necessary sociocultural or pathway changes Robust peerreviewed evaluation part randomised controlled trials should be viewed gold standard evidence generation but conducting practice may not always appropriate feasible Performance metrics aim capture real applicability understandable intended users Regulation that balances pace innovation harm alongside thoughtful postmarket surveillance ensure patients exposed dangerous interventions nor deprived access beneficial innovations Mechanisms enable direct comparisons must developed including use independent local representative test sets Developers algorithms vigilant dangers dataset shift accidental fitting confounders unintended discriminatory bias generalisation new populations negative consequences on health outcomes Conclusion The safe timely clinically validated appropriately regulated can benefit everyone challenging evaluation using intuitive clinicians ideally go beyond measures technical accuracy quality care patient outcomes essential Further work 1 identify themes algorithmic bias unfairness while developing mitigations address these 2 reduce brittleness improve generalisability 3 develop methods improved interpretability learning predictions If goals achieved benefits likely transformational,abstract background artifici intellig ai research healthcar acceler rapidli potenti applic demonstr across variou domain medicin howev current limit exampl techniqu success deploy clinic practic articl explor main challeng limit ai healthcar consid step requir translat potenti transform technolog main bodi key translat system includ intrins scienc machin learn logist difficulti implement consider barrier adopt well necessari sociocultur pathway chang robust peerreview evalu part randomis control trial view gold standard evid gener conduct practic may alway appropri feasibl perform metric aim captur real applic understand intend user regul balanc pace innov harm alongsid thought postmarket surveil ensur patient expos danger intervent depriv access benefici innov mechan enabl direct comparison must develop includ use independ local repres test set develop algorithm vigil danger dataset shift accident fit confound unintend discriminatori bia generalis new popul neg consequ health outcom conclus safe time clinic valid appropri regul benefit everyon challeng evalu use intuit clinician ideal go beyond measur technic accuraci qualiti care patient outcom essenti work 1 identifi theme algorithm bia unfair develop mitig address 2 reduc brittl improv generalis 3 develop method improv interpret learn predict goal achiev benefit like transform,abstract background artificial intelligence ai research healthcare accelerate rapidly potential application demonstrate domain medicine currently limit example technique successfully deploy clinical practice article explore main challenge limitation ai healthcare consider step require translate potentially transformative technology main body key translation system include intrinsic science machine learn logistical difficulty implementation consideration barrier adoption necessary sociocultural pathway change robust peerreviewed evaluation randomise control trial view gold standard evidence generation conduct practice appropriate feasible performance metric aim capture real applicability understandable intend user regulation balance pace innovation harm alongside thoughtful postmarket surveillance ensure patient expose dangerous intervention deprive access beneficial innovation mechanism enable direct comparison develop include use independent local representative test set developer algorithm vigilant danger dataset shift accidental fit confounder unintende discriminatory bias generalisation new population negative consequence health outcome conclusion safe timely clinically validate appropriately regulate benefit challenge evaluation intuitive clinician ideally measure technical accuracy quality care patient outcome essential work identify theme algorithmic bias unfairness develop mitigation address reduce brittleness improve generalisability develop method improve interpretability learn prediction goal achieve benefit likely transformational
Empirical methods for artificial intelligence,Empirical research exploratory data analysis basic issues in experiment design hypothesis testing and estimation computer-intensive statistical methods performance assessment explaining - interactions dependencies modelling tactics for generalization.,1996-05-01,https://doi.org/10.5860/choice.33-5144,S.J.J. Smith,680,Empirical research exploratory data analysis basic issues in experiment design hypothesis testing and estimation computerintensive statistical methods performance assessment explaining  interactions dependencies modelling tactics for generalization,empir research exploratori data analysi basic issu experi design hypothesi test estim computerintens statist method perform assess explain interact depend model tactic gener,empirical research exploratory datum analysis basic issue experiment design hypothesis testing estimation computerintensive statistical method performance assessment explain interaction dependency model tactic generalization
How artificial intelligence will change the future of marketing,"Abstract In the future, artificial intelligence (AI) is likely to substantially change both marketing strategies and customer behaviors. Building from not only extant research but also extensive interactions with practice, authors propose a multidimensional framework for understanding impact of AI involving levels, task types, whether embedded in robot. Prior typically addresses subset these dimensions; this paper integrates all three into single framework. Next, agenda that how behaviors will highlights important policy questions relating privacy, bias ethics. Finally, suggest be more effective if it augments (rather than replaces) human managers.",2019-10-10,https://doi.org/10.1007/s11747-019-00696-0,"Thomas H. Davenport, Abhijit Guha, Dhruv Grewal, Timna Breßgott",1144,Abstract In the future artificial intelligence AI is likely to substantially change both marketing strategies and customer behaviors Building from not only extant research but also extensive interactions with practice authors propose a multidimensional framework for understanding impact of AI involving levels task types whether embedded in robot Prior typically addresses subset these dimensions this paper integrates all three into single framework Next agenda that how behaviors will highlights important policy questions relating privacy bias ethics Finally suggest be more effective if it augments rather than replaces human managers,abstract futur artifici intellig ai like substanti chang market strategi custom behavior build extant research also extens interact practic author propos multidimension framework understand impact ai involv level task type whether embed robot prior typic address subset dimens paper integr three singl framework next agenda behavior highlight import polici question relat privaci bia ethic final suggest effect augment rather replac human manag,abstract future artificial intelligence ai likely substantially change marketing strategy customer behavior build extant research extensive interaction practice author propose multidimensional framework understand impact ai involve level task type embed robot prior typically address subset dimension paper integrate single framework agenda behavior highlight important policy question relate privacy bias ethic finally suggest effective augment replace human manager
Creativity and artificial intelligence,"Creativity is a fundamental feature of human intelligence, and challenge for AI. AI techniques can be used to create new ideas in three ways: by producing novel combinations familiar ideas; exploring the potential conceptual spaces; making transformations that enable generation previously impossible ideas. will have less difficulty modelling than automating their evaluation.",1998-08-01,https://doi.org/10.1016/s0004-3702(98)00055-1,Margaret A. Boden,592,Creativity is a fundamental feature of human intelligence and challenge for AI AI techniques can be used to create new ideas in three ways by producing novel combinations familiar ideas exploring the potential conceptual spaces making transformations that enable generation previously impossible ideas will have less difficulty modelling than automating their evaluation,creativ fundament featur human intellig challeng ai ai techniqu use creat new idea three way produc novel combin familiar idea explor potenti conceptu space make transform enabl gener previous imposs idea less difficulti model autom evalu,creativity fundamental feature human intelligence challenge ai ai technique create new idea way produce novel combination familiar idea explore potential conceptual space make transformation enable generation previously impossible idea difficulty model automate evaluation
